,SA1_code,DZN_code,SA1_pop,SA1_visits,ratio,exclusion_code
0,10201102801,110286284,,,,SA1 not found in Pathzz data
1,10201102802,110286284,668.0,19646.0,29.410179640718564,NA
2,10201102803,110286284,689.0,56897.0,82.57910014513789,NA
3,10201102804,110286284,266.0,2577.0,9.68796992481203,NA
4,10201102805,110286284,355.0,13363.0,37.64225352112676,NA
5,10201102806,110286284,592.0,16748.0,28.29054054054054,NA
6,10201102807,110286284,486.0,13925.0,28.652263374485596,NA
7,10201102808,110286284,428.0,16153.0,37.74065420560748,NA
8,10201102809,110286284,714.0,15511.0,21.72408963585434,NA
9,10201102810,110286283,537.0,13576.0,25.28119180633147,NA
10,10201102811,110286283,488.0,27999.0,57.375,NA
11,10201102812,110286283,481.0,16504.0,34.311850311850314,NA
12,10201102813,110286283,339.0,10076.0,29.722713864306783,NA
13,10201102814,110286283,418.0,9764.0,23.358851674641148,NA
14,10201102815,110286283,450.0,9297.0,20.66,NA
15,10201102816,110286283,250.0,6158.0,24.632,NA
16,10201102817,110286284,422.0,14759.0,34.9739336492891,NA
17,10201102818,110286284,469.0,18426.0,39.28784648187633,NA
18,10201102901,110296249,338.0,12745.0,37.70710059171598,NA
19,10201102902,110296252,327.0,4505.0,13.776758409785932,NA
20,10201102903,110296251,491.0,6886.0,14.024439918533606,NA
21,10201102904,110296251,587.0,12044.0,20.517887563884155,NA
22,10201102905,110296251,425.0,18686.0,43.96705882352941,NA
23,10201102906,110296249,240.0,11770.0,49.041666666666664,NA
24,10201102907,110296253,327.0,15755.0,48.18042813455658,NA
25,10201102908,110296253,411.0,6300.0,15.328467153284672,NA
26,10201102909,110296253,400.0,13471.0,33.6775,NA
27,10201102910,110296251,508.0,20030.0,39.42913385826772,NA
28,10201102911,110296249,511.0,26501.0,51.86105675146771,NA
29,10201102912,110296249,464.0,21909.0,47.2176724137931,NA
30,10201102913, ,,,,no containing DZN
31,10201102914,110296250,310.0,7737.0,24.95806451612903,NA
32,10201102915,110296251,557.0,30204.0,54.2262118491921,NA
33,10201102916,110296251,435.0,10622.0,24.418390804597703,NA
34,10201102917,110296252,254.0,13460.0,52.99212598425197,NA
35,10201102918,110296252,415.0,3645.0,8.783132530120483,NA
36,10201102919,110296251,411.0,16614.0,40.42335766423358,NA
37,10201102920, ,,,,no containing DZN
38,10201102921,110296249,,,,SA1 not found in Pathzz data
39,10201102922,110296251,588.0,44850.0,76.27551020408163,NA
40,10201102923,110296250,402.0,24050.0,59.82587064676617,NA
41,10201102924,110296250,537.0,48117.0,89.60335195530726,NA
42,10201102925,110296251,594.0,20238.0,34.07070707070707,NA
43,10201102926,110296251,327.0,10902.0,33.3394495412844,NA
44,10201102927,110296249,627.0,17907.0,28.559808612440193,NA
45,10201102928,110296250,734.0,35573.0,48.46457765667575,NA
46,10201103002,110300001,652.0,120008.0,184.06134969325154,NA
47,10201103003, ,,,,no containing DZN
48,10201103004,110300001,418.0,80154.0,191.755980861244,NA
49,10201103005,110300001,282.0,24016.0,85.16312056737588,NA
50,10201103006,110306044,414.0,21290.0,51.42512077294686,NA
51,10201103007, ,,,,no containing DZN
52,10201103008,110306044,241.0,10593.0,43.954356846473026,NA
53,10201103009, ,,,,no containing DZN
54,10201103010, ,,,,no containing DZN
55,10201103011,110306041,644.0,113622.0,176.43167701863354,NA
56,10201103012,110306040,438.0,18689.0,42.6689497716895,NA
57,10201103013, ,,,,no containing DZN
58,10201103014, ,,,,no containing DZN
59,10201103101,110316203,367.0,38864.0,105.89645776566758,NA
60,10201103102,110316203,331.0,1366.0,4.126888217522659,NA
61,10201103103,110316202,394.0,24259.0,61.57106598984772,NA
62,10201103104,110316202,528.0,24778.0,46.928030303030305,NA
63,10201103105,110316201,504.0,50696.0,100.58730158730158,NA
64,10201103106,110316204,272.0,40124.0,147.51470588235293,NA
65,10201103107, ,,,,no containing DZN
66,10201103108,110316201,275.0,26719.0,97.16,NA
67,10201103109,110316201,267.0,17230.0,64.53183520599251,NA
68,10201103110,110316201,499.0,43291.0,86.75551102204409,NA
69,10201103111,110316204,385.0,23744.0,61.67272727272727,NA
70,10201103112,110316206,170.0,10406.0,61.21176470588235,NA
71,10201103113,110316206,497.0,11365.0,22.867203219315897,NA
72,10201103114,110316205,512.0,17998.0,35.15234375,NA
73,10201103115,110316205,557.0,37861.0,67.97307001795332,NA
74,10201103116,110316200,533.0,42880.0,80.45028142589118,NA
75,10201103117,110316200,367.0,20885.0,56.90735694822888,NA
76,10201103118,110316206,395.0,17351.0,43.926582278481014,NA
77,10201103119, ,,,,no containing DZN
78,10201103120,110316200,416.0,41365.0,99.43509615384616,NA
79,10201103121,110316200,316.0,18580.0,58.79746835443038,NA
80,10201103122,110316200,429.0,15382.0,35.85547785547786,NA
81,10201103123,110316201,397.0,12063.0,30.385390428211586,NA
82,10201103124, ,,,,no containing DZN
83,10201103125,110316201,267.0,14387.0,53.88389513108614,NA
84,10201103126,110316201,435.0,29960.0,68.8735632183908,NA
85,10201103127,110316203,377.0,55451.0,147.08488063660477,NA
86,10201103128,110316203,423.0,11277.0,26.659574468085108,NA
87,10201103129,110316203,578.0,36587.0,63.299307958477506,NA
