,SA1_code,DZN_code,SA1_pop,SA1_visits,ratio,exclusion_code
0,20601110501,211051659,282.0,5497.0,19.49290780141844,NA
1,20601110502,211051657,785.0,19236.0,24.504458598726114,NA
2,20601110503,211051656,530.0,42344.0,79.89433962264151,NA
3,20601110504,211051656,439.0,5588.0,12.72892938496583,NA
4,20601110505,211051656,450.0,15443.0,34.31777777777778,NA
5,20601110506,211051657,527.0,106079.0,201.28842504743832,NA
6,20601110507, ,,,,no containing DZN
7,20601110508,211051656,479.0,46677.0,97.44676409185804,NA
8,20601110509, ,,,,no containing DZN
9,20601110510,211051654,691.0,61213.0,88.58610709117221,NA
10,20601110512,211051644,404.0,23600.0,58.415841584158414,NA
11,20601110514,211051644,554.0,38311.0,69.15342960288808,NA
12,20601110515,211051644,508.0,53019.0,104.36811023622047,NA
13,20601110516,211051644,351.0,48805.0,139.04558404558404,NA
14,20601110517,211051641,527.0,10146.0,19.25237191650854,NA
15,20601110518,211051641,567.0,22553.0,39.77601410934744,NA
16,20601110519,211051641,461.0,40957.0,88.84381778741866,NA
17,20601110520,211051641,509.0,9458.0,18.581532416502945,NA
18,20601110521, ,,,,no containing DZN
19,20601110522,211051653,793.0,69620.0,87.79319041614123,NA
20,20601110523, ,,,,no containing DZN
21,20601110524,211051652,592.0,16723.0,28.24831081081081,NA
22,20601110525,211051653,464.0,43471.0,93.6875,NA
23,20601110526,211051653,644.0,88562.0,137.51863354037266,NA
24,20601110527,211051641,365.0,30717.0,84.15616438356165,NA
25,20601110528,211051641,406.0,5639.0,13.889162561576354,NA
26,20601110529,211051641,717.0,50897.0,70.9860529986053,NA
27,20601110530,211051659,762.0,80989.0,106.28477690288715,NA
28,20601110531,211051659,756.0,27994.0,37.02910052910053,NA
29,20601110532,211051659,256.0,2886.0,11.2734375,NA
30,20601110533,211051659,542.0,26321.0,48.56273062730627,NA
31,20601110534,211051659,821.0,20168.0,24.56516443361754,NA
32,20601110535,211051654,763.0,107027.0,140.27129750982962,NA
33,20601110536, ,,,,no containing DZN
34,20601110537,211051655,548.0,46275.0,84.44343065693431,NA
35,20601110538, ,,,,no containing DZN
36,20601110539,211051647,466.0,46061.0,98.84334763948497,NA
37,20601110540, ,,,,no containing DZN
38,20601110541, ,,,,no containing DZN
39,20601110542,211051647,577.0,38517.0,66.75389948006932,NA
40,20601110543,211051647,559.0,51377.0,91.9087656529517,NA
41,20601110545,211051649,1246.0,61685.0,49.50642054574639,NA
42,20601110546, ,,,,no containing DZN
43,20601110547,211051659,379.0,11559.0,30.49868073878628,NA
44,20601110548,211051659,434.0,34490.0,79.47004608294931,NA
45,20601110549,211051656,561.0,9618.0,17.144385026737968,NA
46,20601110550, ,,,,no containing DZN
47,20601110551,211051650,487.0,33411.0,68.60574948665298,NA
48,20601110552,211051650,561.0,9703.0,17.29590017825312,NA
49,20601110553,211051657,104.0,2809.0,27.009615384615383,NA
50,20601110554,211051648,360.0,9259.0,25.719444444444445,NA
51,20601110555,211051653,381.0,50056.0,131.38057742782152,NA
52,20601110556, ,,,,no containing DZN
53,20601110557,211051649,247.0,80821.0,327.2105263157895,NA
54,20601110558,211051657,1397.0,191755.0,137.2619899785254,NA
55,20601110559,211051647,656.0,13098.0,19.966463414634145,NA
56,20601110601,211061637,802.0,21594.0,26.925187032418954,NA
57,20601110602,211061636,1828.0,219951.0,120.32330415754923,NA
58,20601110603,211061636,921.0,89020.0,96.65580890336591,NA
59,20601110604,211061636,1608.0,17563.0,10.92226368159204,NA
60,20601110605,211061636,588.0,20717.0,35.23299319727891,NA
61,20601110606,211061636,421.0,6137.0,14.577197149643705,NA
62,20601110607,211061637,1159.0,47541.0,41.01898188093184,NA
63,20601110608,211061638,814.0,18437.0,22.64987714987715,NA
64,20601110609,211061637,712.0,21384.0,30.03370786516854,NA
65,20601110610,211061637,717.0,71538.0,99.77405857740585,NA
66,20601110611,211061637,667.0,54951.0,82.38530734632684,NA
67,20601110612,211061637,725.0,36866.0,50.84965517241379,NA
68,20601110613,211061637,559.0,26615.0,47.61180679785331,NA
69,20601110614,211061658,918.0,45310.0,49.35729847494554,NA
70,20601110615, ,,,,no containing DZN
71,20601110616,211061637,780.0,87618.0,112.33076923076923,NA
72,20601110617,211061658,714.0,53047.0,74.29551820728291,NA
73,20601110618,211061637,467.0,11509.0,24.64453961456103,NA
74,20601110619,211061637,435.0,9902.0,22.763218390804596,NA
75,20601110701,211071651,628.0,12038.0,19.168789808917197,NA
76,20601110702,211071651,400.0,22536.0,56.34,NA
77,20601110703,211071639,596.0,66423.0,111.44798657718121,NA
78,20601110704,211071639,475.0,12266.0,25.82315789473684,NA
79,20601110705,211071651,605.0,43152.0,71.32561983471075,NA
80,20601110706,211071639,725.0,14981.0,20.66344827586207,NA
81,20601110707,211071646,713.0,13218.0,18.538569424964937,NA
82,20601110708,211071646,432.0,3984.0,9.222222222222221,NA
83,20601110709,211071645,939.0,115371.0,122.86581469648563,NA
84,20601110710,211071645,391.0,35999.0,92.0690537084399,NA
85,20601110711,211071645,710.0,172499.0,242.956338028169,NA
86,20601110712,211071643,595.0,29227.0,49.121008403361344,NA
87,20601110713,211071643,559.0,23998.0,42.93023255813954,NA
88,20601110714,211071643,537.0,19077.0,35.52513966480447,NA
89,20601110715,211071645,606.0,168197.0,277.55280528052805,NA
90,20601110716,211071642,574.0,508918.0,886.616724738676,NA
91,20601110717,211071642,468.0,50011.0,106.86111111111111,NA
92,20601110718,211071642,467.0,131841.0,282.3147751605996,NA
93,20601110719,211071642,681.0,201011.0,295.17033773861965,NA
94,20601110720,211071640,612.0,125687.0,205.37091503267973,NA
95,20601110721,211071640,455.0,8646.0,19.002197802197802,NA
96,20601110722,211071640,217.0,40262.0,185.53917050691246,NA
97,20601110723,211071640,395.0,14191.0,35.926582278481014,NA
98,20601110724,211071640,431.0,41801.0,96.9860788863109,NA
99,20601110725,211071640,594.0,31346.0,52.77104377104377,NA
100,20601110726,211071651,528.0,5568.0,10.545454545454545,NA
101,20601110727,211071642,387.0,275517.0,711.9302325581396,NA
102,20601110728,211071642,386.0,81865.0,212.08549222797927,NA
