,SA1_code,apr20_test_daily_coverage
825,20605113226,1.899586435070306
826,20605113227,3.1568776628119286
827,20605113228,8.472807732619074
829,20605113230,5.637383563529574
830,20605113301,2.862044646142524
831,20605113302,1.3970936823662783
832,20605113303,3.5810547875064
833,20605113304,3.6315224886981845
834,20605113305,3.0725806451612905
836,20605113307,4.909410823780325
837,20605113308,2.6575318929599243
838,20605113309,283.8602150537634
839,20605113310,1.454597635173918
840,20605113311,7.14946486041464
841,20605113312,4.132063217146569
842,20605113313,3.633395823905876
843,20605113314,2.4469677419354836
844,20605113315,6.012352906738481
845,20605113316,6.13893042797123
846,20605113317,3.0008597166672897
847,20605113318,1.4199883849849533
848,20605113319,626.7983870967741
849,20605113320,0.5572524770915592
850,20605113321,3.7528143032825656
851,20605113322,2.102617163724893
852,20605113323,3.6935736281488207
853,20605113324,2.1492220113851994
854,20605113325,36.892473118279575
855,20605113326,2.2439681115041443
856,20605113327,0.6351264050992722
857,20605113328,1.9065704352418253
858,20605113329,13.534538084782975
859,20605113330,1.8605899493890905
860,20605113331,5.376763823562091
861,20605113332,2.2404573953155964
862,20605113333,1.4997469955724225
863,20605113334,4.483614660759401
864,20605113335,0.8759903791737409
865,20605113336,4.930465949820788
866,20605113337,2.769146368224709
867,20605113338,6.268562055768179
868,20605113339,1.4954351795496044
869,20605113340,9.07713133640553
870,20605113341,3.9365019343203707
871,20605113342,4.441985774840147
872,20605113343,6.354611540208996
873,20605113344,2.6296710316192913
875,20605113346,1.415476483624723
876,20605113347,2.7293804985337244
878,20605113349,2.0397702165267346
879,20605113350,1.7713937918441875
880,20605113351,0.9165343118462129
881,20605113352,1.497431146298324
882,20605113353,2.4239870521263533
883,20605113354,0.27715104579547534
884,20605113355,4.3436763952892985
886,20605113401,0.6389620364274743
887,20605113402,14.70390492359932
888,20605113403,2.7137378750281975
889,20605113404,1.2600442529404916
890,20605113405,0.7939271749755621
891,20605113406,4.517617866004963
893,20605113408,4.752401780832618
894,20605113409,2.1876317069217053
895,20605113410,2.5774870290999323
896,20605113411,7.324066213921902
897,20605113412,2.7531958875047597
898,20605113413,0.94389486260454
899,20605113414,2.2613320355951054
900,20605113415,7.1880777211846825
901,20605113416,3.2229700495168503
902,20605113417,1.3810797258900218
903,20605113418,1.5651034607391343
904,20605113419,1.6200152400304801
905,20605113420,1.6334519572953736
906,20605113421,0.4274193548387097
907,20605113422,2.140138653084324
908,20605113423,0.96524926686217
910,20605113425,1.5383348477964562
911,20605113426,0.32217741935483873
912,20605113427,12.006328725038403
914,20605113429,6.339193920882068
915,20605113430,1.0214826433881197
916,20605113431,1.651285147490081
917,20605113432,0.9603639791777677
918,20605113433,1.0722634074667734
919,20605113434,6.72605768264496
920,20605113435,6.1704508277170715
921,20605113436,9.339019851116625
922,20605113437,1.9746543778801846
923,20605113438,5.125137463343109
924,20605113439,11.93075694666241
925,20606113501,2.2902288072018004
926,20606113502,1.1585690798798118
927,20606113503,1.2385581718325864
928,20606113504,2.974513463076513
929,20606113505,0.709456473707468
930,20606113506,3.8302902736306232
931,20606113507,2.3254413369970264
932,20606113508,1.7519890062201648
933,20606113509,7.675408060648257
934,20606113510,3.2434408602150544
935,20606113511,0.6207099720135513
936,20606113512,1.4475296039199674
937,20606113513,1.8450176932150366
938,20606113514,4.140398780797561
939,20606113515,2.5025125628140703
940,20606113516,0.6644697145509397
941,20606113517,0.4469378214118747
942,20606113518,1.934198223468911
943,20606113519,3.677233963663329
944,20606113602,9.834434156985315
945,20606113603,4.815404592673592
946,20606113604,9.118279569892474
947,20606113605,18.220551238329513
948,20606113606,11.573133009279717
949,20606113607,0.7886510658620239
951,20606113609,2.178849758311137
952,20606113610,1.6040532048596563
953,20606113611,2.21377802077638
954,20606113612,0.4036617262423714
955,20606113613,1.492250504032258
956,20606113614,1.5677607448509359
957,20606113615,4.685987331112006
958,20606113616,2.3062989722193956
959,20606113617,1.5635038466729654
960,20606113618,2.094632056451613
961,20606113619,5.593239943451999
962,20606113620,1.009226353198469
963,20606113621,1.131874039938556
964,20606113622,1.6237785016286646
965,20606113623,4.946409989594173
966,20606113624,2.356463925141591
967,20606113625,0.7048387096774194
968,20606113626,2.7174867994852905
969,20606113627,1.636272663056275
970,20606113628,1.8001966955153421
973,20606113631,1.671146953405018
974,20606113632,1.084970826906311
975,20606113633,4.000143369175627
976,20606113634,3.297711299333213
977,20606113635,0.5582486781916474
978,20606113636,0.12292938099389712
979,20606113637,1.6214949621182535
980,20606113638,0.38522245240209135
981,20606113639,2.7219240189692013
982,20606113640,0.6082625919637805
984,20606113642,1.4450519409513394
985,20606113643,0.8994616361010197
988,20606113703,0.9191632825070878
989,20606113704,0.7589991454817345
990,20606113705,0.8665447897623402
991,20606113706,6.762052324104648
992,20606113707,2.181474139484592
994,20606113709,0.3535369971118253
995,20606113710,0.31281881903923087
996,20606113711,2.0215053763440856
997,20606113712,1.701096456380105
998,20606113713,0.5280504908835905
999,20606113714,1.02018225526919
1000,20606113715,7.113304223846018
1001,20606113716,3.0914932875230647
1002,20606113718,0.4020331667423898
1004,20606113720,1.1028934997568487
1005,20606113721,2.4026976517429106
1007,20606113723,4.313638219681502
1008,20606113724,4.516645850381154
1009,20606113725,1.8344734529935987
1010,20606113726,30.084978820462695
1011,20606113727,3.5457510955879927
1012,20606113728,2.418723056340122
1013,20606113730,0.6833379061654843
1014,20606113731,2.0249793217535155
1015,20606113732,0.24882097717411808
1016,20606113733,1.652158543991154
1017,20606113734,1.5646136443421617
1018,20606113735,0.874365209927759
1019,20606113801,3.9017814155031294
1021,20606113803,0.24919354838709676
1022,20606113804,0.31918505942275044
1023,20606113805,38.72898836954137
1024,20606113806,5.209502736695004
1025,20606113807,0.7334144856968957
1026,20606113808,1.0848931368644632
1027,20606113809,3.718756036314468
1028,20606113810,1.5609644835451286
1029,20606113811,10.998914392059552
1030,20606113812,2.6325405503918353
1031,20606113813,0.8503360215053763
1032,20606113814,5.50750910868213
1033,20606113815,1.3246156165209526
1034,20606113816,0.4392947878974517
1035,20606113817,0.7950664136622392
1036,20606113818,5.641247395997728
1037,20606113819,0.8316270684437577
1038,20606113820,9.982766977220097
1039,20606113821,0.5775265568658026
1040,20606113822,1.3735605091251935
1041,20606113823,3.8184998056743096
1042,20606113824,1.6249921703726904
1043,20606113825,1.2550165100330202
1044,20606113826,2.743980009086779
1045,20606113827,0.5536968312874678
1046,20606113828,0.701366867140514
1047,20606113829,0.5921081637151885
1048,20606113830,1.7697910830064836
1049,20606113831,1.0331566178452691
1050,20606113832,0.6864624105817251
