,SA1_code,apr20_base_daily_coverage
226,10201103706,1.7953503338428123
227,10201103707,1.6886780518659077
228,10201103708,1.4614984391259103
229,10201103709,2.6409850230414746
230,10201103710,2.2018572825024436
231,10201103711,0.8554113380416111
232,10201103712,1.436950146627566
233,10201103713,5.428001962467802
234,10201103714,1.1440092165898619
235,10201103801,0.2870575943581037
236,10201103802,0.45409429280397023
237,10201103803,0.6328874901652244
238,10201103804,0.503818534138835
239,10201103805,0.20978789217852412
240,10201103806,0.26147205815538394
241,10201103807,0.7336834208552139
242,10201103808,0.005958495993425106
243,10201103809,1.3874718679669917
244,10201103810,1.9198924731182796
245,10201103811,0.9017511520737328
246,10201103812,0.692314022383147
247,10201103813,0.5597562965783605
248,10201103814,0.9592467177567873
249,10201103815,0.7398745519713261
250,10201103816,0.2446629402653377
251,10201103817,0.2343969144460028
252,10201103901,1.3947794051576963
253,10201103902,1.214208046393621
254,10201103903,2.387364106219925
255,10201103904,4.98191136569189
256,10201103905,0.46621245828698554
257,10201103906,1.0491402033387724
258,10201103908,1.1008305968707746
259,10201103909,1.8092880149992792
260,10201103911,0.8389069744500345
261,10201103912,0.9757540846250524
262,10201103913,2.591334505202147
263,10201103914,1.6743081709513674
264,10201103915,1.9060892940626462
265,10201103916,0.26493428912783756
266,10201103917,0.7955645161290323
267,10201103918,4.553444054082828
268,10201103919,0.7122297057780929
269,10201103920,3.9162205444978273
270,10201103921,1.1936532913716233
271,10201103922,1.6788880146865988
273,10201103924,0.944451880605006
274,10201103925,3.63220675944334
275,10201103926,0.17058276914907738
276,10201103927,1.200235279549254
277,10201103928,1.6397193810647783
278,10201103929,0.4871865718035504
280,10201103931,1.2554367524465382
281,10201104001,0.8401276143211627
282,10201104002,0.3870967741935484
283,10201104003,0.8791767834431725
284,10201104004,2.531196070622594
285,10201104005,0.4444553387587018
286,10201104006,0.669994879672299
287,10201104007,0.4255193379496707
288,10201104008,42.693548387096776
289,10201104009,1.0682843277190979
290,10201104010,0.9690020161290323
291,10201104011,0.6240932242630035
292,10201104012,4.016435003059708
293,10201104013,0.4090886216093805
294,10201104014,0.15784946236559141
295,10201104015,2.7364516129032257
296,10201104016,0.6548054539408048
297,10201104017,2.1171258479856014
298,10201104018,0.9657135379179481
299,10201104019,3.037131585054537
300,10201104020,5.130714242806511
301,10201104021,1.3894009216589862
302,10201104022,3.2546826222684704
303,10201104023,0.5484879032258064
304,10201104024,2.4946840642744954
305,10201104025,1.3344086021505377
306,10201104026,1.6497900362664633
307,10201104027,0.7852219465122691
308,10201104028,0.31552667036537996
309,10201104029,0.5886591689676072
310,10201104030,1.9297606659729447
311,10201104031,0.9710665828016893
312,10201104032,0.35546145223564585
313,10201104033,1.353609142195863
314,10201104034,1.0801002615518744
315,10201104035,0.560831832323563
316,10201104036,0.9515375339161892
317,10201104037,1.7506699751861043
318,10201104038,0.4475057756481561
319,10201104039,0.6347379341006768
320,10201104040,0.9398605932890258
321,10201104041,1.217679419854964
322,10201104042,2.1693725629209504
323,10201104043,0.9345539087474571
324,10201104044,1.3150975831732228
325,10201104045,0.8922389013094858
326,10201104046,1.7025440313111546
327,10201104047,1.2511738520641502
328,10201104048,1.152445369406868
329,10201104049,1.190426638917794
330,10201104050,1.2208162537872038
331,10201104051,1.2440285643930067
332,10201104052,0.4458193262284529
333,10201104053,1.1170440725082527
334,10201104054,0.7071832391087463
335,10201104055,0.5122320848668543
336,10201104056,0.5758102289038302
337,10201104057,1.467506818395561
338,10201104058,0.2923049198053703
339,10201104101,0.40213878606263587
340,10201104102,1.2120677651427245
341,10201104103,1.1736494364554992
342,10201104104,0.637648194099807
343,10201104105,1.0874035989717228
344,10201104106,1.0713996490754487
345,10201104107,2.675254384065815
347,10201104109,2.472329091447174
348,10201104110,2.1691687344913153
349,10201104111,0.21889400921658986
350,10201104112,0.7813814866760169
351,10201104113,0.6501368272659425
352,10201104114,0.5147199436364551
353,10201104115,4.692893401015229
354,10201104116,0.3098031001256808
355,10201104117,0.7745204882301657
357,10201104119,1.5726762718347571
358,10201104120,0.907119021134594
359,10201104121,1.0491591203104786
360,10201104122,0.855082350648085
361,10201104123,3.10708889034886
362,10201104124,0.8868376732737401
363,10201104125,1.372810136401836
364,10201104201,2.997297753757811
365,10201104202,3.150610287707062
366,10201104203,2.2695766878522607
367,10201104204,4.763365666591473
368,10201104205,1.2386525834998572
370,10201104207,1.4384766142274485
371,10201104208,1.1189034459980183
372,10201104209,1.0436513383665067
373,10201104210,0.7332286611475878
374,10201104211,2.390617142036066
375,10201104212,22.835483870967742
376,10201104213,0.9750780437044745
377,10201104214,1.1049667178699436
378,10201104215,2.283955857385399
379,10201104216,1.5586170848267622
380,10201104217,1.4297859511606874
381,10201104218,1.4528561146371786
382,10201104219,2.086411095527505
384,10201104221,1.7238548961083688
386,10201104223,1.1593980897459002
387,10201104224,1.5892382186455705
388,10201104225,0.9711797398728014
389,10201104226,3.1423225806451613
390,10201104227,1.373340841444775
391,10201104228,0.9709351580319322
392,10201104229,2.7546082949308754
394,10201104231,2.05294053105113
395,10201104232,1.9098042323848776
396,10201104233,1.8001856579252729
398,10201104302,1.1785623571247141
399,10201104303,0.8238783833889507
400,10201104304,1.0022751279759485
401,10201104305,2.886412999758668
402,10201104306,6.096774193548387
403,10201104307,1.1265867008268313
404,10201104308,3.702173277458337
405,10201104309,0.5929618768328446
406,10201104310,2.6489223202661654
407,10201104311,0.8337639329740903
408,10201104312,0.4366824190123964
409,10201104313,1.3128342245989304
410,10201104314,0.153151820065108
411,10201104315,0.3623867789607501
412,10201104316,0.6607809847198641
413,10201104317,1.2581337394434446
414,10201104318,1.6831073710456599
415,10201104319,0.8457943925233644
417,10201104321,0.4848338950409244
418,10201104322,0.751128621850119
419,10201104323,3.1509571438034047
420,10201104324,0.7142940626460963
421,10201104325,0.5150951199338295
422,10201104326,2.1350238057026694
423,10201104327,1.582900969997744
424,10201104328,0.20671494404213298
425,10201104329,0.5547998445394482
426,10201104330,1.9939691444600283
427,10202104401,0.17021889400921658
428,10202104402,3.2123444246888493
429,10202104403,11.626354465064141
430,10202104404,0.4457770425512361
431,10202104405,3.059282204657125
432,10202104406,1.2386390393218742
433,10202104407,0.3294363859421231
434,10202104408,3.094514074378467
435,10202104409,0.8420611646418098
436,10202104410,0.6722327640733713
437,10202104411,1.0800039459406134
438,10202104412,1.6413533505493063
440,10202104414,0.8947558118579925
441,10202104415,2.4929510155316605
442,10202104416,3.014604397367999
443,10202104417,3.7753560011624527
444,10202104418,62.729838709677416
445,10202104419,0.6434846757427403
446,10202104420,2.1588465298142716
447,10202104421,0.46029776674937967
448,10202104422,0.4710349462365591
449,10202104423,0.6872206365447789
450,10202104424,0.45787351443123936
451,10202104425,0.6357063403781981
452,10202104426,0.5382587582379467
453,10202104427,1.3229086932750136
454,10202104428,0.2330758746024534
455,10202104429,1.2614539504441329
456,10202104430,0.9214299188832296
457,10202104431,1.7622064126303478
458,10202104432,0.5657801597734857
459,10202104433,4.418844156949527
460,10202104434,2.542918057100482
461,10202104435,0.43558282208588955
462,10202104436,1.162426614481409
463,10202104437,0.5181319839763863
464,10202104438,0.7426856714178544
465,10202104439,0.9140953716690041
466,10202104440,0.03299305839118007
467,10202104441,2.946828214230591
468,10202104442,0.7540815521728843
469,10202104443,0.3096518177163339
470,10202104444,1.5893836571534816
471,10202104445,1.5113439485190994
472,10202104446,0.7132678821879384
473,10202104447,5.604309888947647
474,10202104448,2.2732129573273823
475,10202104449,2.256991801394529
476,10202104450,0.8065336944923254
477,10202104451,3.1013001974983543
478,10202104452,1.2324982841455046
479,10202104453,2.056177882590752
480,10202104454,0.47573868256980206
481,10202104455,1.285141949298888
482,10202104456,2.271572580645161
483,10202104457,2.36240635988381
484,10202104458,1.0548020527859236
485,10202104459,0.88584229390681
486,10202104501,1.5504817762882277
487,10202104502,0.6260645161290322
488,10202104503,1.4198620409819438
489,10202104504,1.444056960185992
490,10202104505,1.7609730301427815
491,10202104506,1.6781637717121587
492,10202104507,1.4805297369540125
493,10202104508,1.6679140782875532
494,10202104509,1.1837732160312806
495,10202104510,2.081346423562412
496,10202104511,1.829720657677647
497,10202104512,1.0713839750260146
498,10202104513,1.8821444797819173
499,10202104514,0.5498144447616329
500,10202104515,4.832677000418935
501,10202104516,1.2869411196393108
502,10202104517,0.5201976169718106
503,10202104518,1.8766727708127904
504,10202104519,4.094882224955065
506,10202104521,0.32740237691001706
507,10202104522,0.845562091925787
508,10202104523,1.1239209450249887
509,10202104524,1.537649902389142
510,10202104601,0.35266400869880393
511,10202104602,5.792063782991202
512,10202104603,1.651501025545404
514,10202104605,1.5898617511520736
515,10202104606,0.4682577893940436
516,10202104607,0.6665694452546229
517,10202104608,1.2514025245441796
519,10202104610,0.11290322580645161
520,10202104611,0.38238130961311756
521,10202104612,0.8073080216956894
523,10202104614,0.6302042638687353
524,10202104615,3.5542521994134906
529,10202104620,0.9754667048136757
530,10202104621,1.1385253456221198
531,10202104622,1.2364465461915217
534,10202104625,0.5802163243912899
535,10202104701,6.043144326454284
536,10202104702,1.7115102639296187
537,10202104703,2.849777297880956
538,10202104704,2.700005590652429
539,10202104705,3.1525822881866477
540,10202104706,2.91449758991472
541,10202104707,1.5774371769738016
542,10202104708,2.1556412016261017
543,10202104709,0.1486525477523227
544,10202104710,2.1525031795583307
545,10202104711,0.6065878273791097
546,10202104712,1.742711451058641
547,10202104713,1.0023204503956178
548,10202104714,3.3168316831683167
549,10202104715,1.7121533672891907
550,10202104716,2.5889750918742345
552,10202104718,1.8373721479150276
553,10202104719,1.0431385706753584
554,10202104720,5.352267414679757
555,10202104721,2.464903492953984
556,10202104722,2.3629652605459057
557,10202104723,0.6535815939278937
558,10202104724,2.580731182795699
559,10202104725,1.250031379440191
560,10202104726,3.1666666666666674
561,10202104727,2.10940536338904
562,10202104728,3.341499707711112
563,10202104729,1.1971508105452762
564,10202104730,4.949212749615976
565,10202104731,1.2223780582826866
566,10202104732,1.0297902344438568
567,10202104733,1.9285714285714286
568,10202104734,0.14919354838709678
569,10202104735,1.4596065536595044
570,10202104736,1.3906874384664387
571,10202104737,21.498387096774195
572,10202104801,1.2843488649940265
573,10202104802,0.584349436641457
574,10202104803,0.7714025012076646
575,10202104804,0.5447154471544715
576,10202104805,1.0698797027047735
577,10202104806,1.1875075510450648
578,10202104807,0.6627919911012236
579,10202104808,1.413474887709269
580,10202104809,2.1562138542603777
581,10202104810,2.361258748618639
582,10202104811,3.168793309438471
583,10202104812,0.4129881154499151
584,10202104813,1.5388349514563107
585,10202104814,1.7295544512760044
586,10202104815,1.917123838782825
587,10202104816,1.5211165634301342
588,10202104817,2.715816080885893
589,10202104818,0.5872078348225555
590,10202104819,0.4602627471383975
591,10202104820,1.1840539922214595
592,10202104821,0.8276376024699242
593,10202104822,1.6952775100629287
594,10202104823,1.42615518744551
595,10202104824,0.6994041504006575
596,10202104825,2.043949317500153
597,10202104826,3.126233293681338
598,10202104827,4.903163290822706
599,10202104828,1.880515225128524
600,10202104829,1.6411920362903225
602,10202104831,1.118647812638091
603,10202104832,1.565827184584426
604,10202104833,1.7996756819366422
605,10202104834,1.1794245858761987
606,10202104835,2.694556451612903
607,10202104836,2.201044251447477
608,10202104837,1.519542001541341
609,10202104838,1.8870967741935485
610,10202104840,0.8190122751926919
611,10202104841,1.7156573738734946
612,10202104842,0.873102466793169
613,10202104843,2.3227781435154706
614,10202104844,0.8066313235690539
615,10202104845,1.0080645161290323
616,10202104846,3.0867832279321883
617,10202104847,1.4578732284149203
618,10202104848,1.2376192639709223
619,10202104849,0.8112022067274538
620,10202104901,1.8140344334638574
621,10202104902,0.8208110021235717
622,10202104903,1.826377760746882
623,10202104904,1.4571584784816058
624,10202104905,0.9800889877641825
625,10202104906,3.5338377120053215
626,10202104907,4.143758765778402
627,10202104908,0.7390444309190506
630,10202105001,0.8349542609532982
631,10202105002,0.2622867758824523
632,10202105003,1.316521739130435
633,10202105004,9.856408792463602
634,10202105005,2.3236511561518696
635,10202105006,1.3472280407764279
636,10202105007,0.6146953405017923
637,10202105008,0.4451231150983012
638,10202105009,3.409610215053764
639,10202105010,1.7402608848933545
640,10202105011,1.552572706935123
641,10202105012,3.5197323266986955
642,10202105013,5.181101782294888
644,10202105015,11.964883625969783
645,10202105016,20.08243727598566
646,10202105017,0.8692826191622532
647,10202105018,0.9777286787450287
648,10202105019,1.0420168067226891
649,10202105020,2.857835360479464
650,10202105021,4.224027092182298
651,10202105022,1.653498364650805
652,10202105024,1.4787775891341257
653,10202105025,1.037359704889726
654,10202105026,0.6942496493688639
655,10202105027,0.9340974212034384
656,10202105028,0.5491900061398951
657,10202105101,3.8635621940504583
658,10202105102,1.1215568375721134
659,10202105103,1.0950082411113726
660,10202105104,1.5236516639041184
662,10202105106,14.363542300669508
663,10202105107,2.1073957513768686
664,10202105108,0.9584440227703984
665,10202105109,0.9235993208828523
666,10202105110,0.44058164800267424
667,10202105111,0.788583763041132
668,10202105112,7.741486207206399
669,10202105113,1.2036342418938069
670,10202105114,5.618984664198837
671,10202105115,1.0978110599078341
672,10202105116,4.284128097241702
673,10202105201,1.110563520509757
674,10202105202,0.3869847670250897
675,10202105203,0.4364505952986669
676,10202105204,1.4001716391539198
677,10202105205,1.073074391046741
678,10202105206,0.6408416358949348
679,10202105207,0.326143282808654
680,10202105208,1.1374148641568744
681,10202105209,0.8154077831497187
682,10202105210,0.4454785827604443
684,10202105213,0.3656304985337243
685,10202105214,0.9514162077104642
686,10202105215,0.2706653225806452
687,10202105216,1.0166916729182296
688,10202105301,1.178927006883996
690,10202105303,0.7829215073421006
691,10202105304,1.8797369245223927
692,10202105305,3.7731164844633525
693,10202105306,1.668944778567523
694,10202105307,4.120743034055728
695,10202105308,1.751932123655914
696,10202105309,3.8542442735991123
697,10202105310,0.5527170383199826
698,10202105311,1.8183552930486142
699,10202105312,0.6156965218958371
700,10202105313,1.4261405157114522
701,10202105314,0.8184370933497707
702,10202105315,5.306427211946708
703,10202105316,5.139083683964469
704,10202105317,3.5345161290322578
705,10202105318,1.087443348440416
706,10202105319,2.3197095085289647
707,10202105320,0.6950305143853531
708,10202105321,0.8008230063380948
709,10202105322,1.3945513689346707
710,10202105323,14.0
711,10202105324,1.8911827956989247
712,10202105325,0.3585231972328747
713,10202105326,0.9381661607962167
714,10202105327,1.3086974275214374
715,10202105328,2.6307655272026964
716,10202105329,2.0046514437598164
717,10202105330,1.3843652445369405
718,10202105331,1.8606745703519896
719,10202105332,3.1071428571428568
720,10202105333,3.4286243974786803
721,10202105334,2.5185054790300576
722,10202105335,3.341582865351965
723,10202105336,1.9514100223169
724,10202105337,0.6290608050242649
725,10202105401,1.6533588842755245
727,10202105403,0.7391728284716016
728,10202105404,1.2050125007622416
729,10202105405,8.677745193874225
730,10202105406,1.968280467445743
731,10202105407,3.4072191681360855
732,10202105408,0.8348418039761739
733,10202105409,1.3085695666340829
734,10202105410,0.44051012753188296
735,10202105411,3.2446053690293315
736,10202105412,0.4518045352922388
737,10202105413,1.2260798250410059
738,10202105414,0.5911858246251704
739,10202105415,24.967741935483872
741,10202105417,0.5286835222319093
742,10202105418,1.6690962099125366
743,10202105419,0.9850479511769834
744,10202105420,1.2355112083105524
745,10202105421,2.927017953583418
746,10202105422,0.9323553948832035
747,10202105423,0.35316296606619185
748,10202105424,3.221035162327559
750,10202105502,1.9915616321298868
753,10202105505,11.196731182795698
754,10202105506,3.19396596721996
755,10202105507,4.452959428604883
756,10202105508,0.3611807077983088
757,10202105509,2.651754577157803
758,10202105510,2.125923047026817
759,10202105511,4.9178738758145295
760,10202105512,0.3991119237299203
761,10202105513,0.8704264992422602
762,10202105514,9.538731621680931
763,10202105601,0.9589515134640627
764,10202105602,0.3839715496802932
765,10202105603,0.6472374947133684
766,10202105604,1.2479044958089915
767,10202105605,1.044939670032012
768,10202105606,0.749408759814587
769,10202105607,0.7946348566308246
770,10202105608,0.43823345994670904
771,10202105609,0.954226698967232
772,10202105612,1.594604485805406
773,10202105613,3.740420332355816
774,10202105614,1.2867243229594092
775,10202105615,2.4201506791171474
776,10202105616,30.474654377880178
777,10202105617,2.621890076624728
778,10202105618,0.8364148084000865
779,10202105620,13.124193548387098
780,10202105621,0.7204301075268815
781,10202105622,1.6274756574153806
782,10202105623,1.0560561249054268
785,10202105626,1.2820589406610912
786,10202105627,0.7486952631840549
787,10202105628,1.8230802169568943
788,10202105629,0.8468975041925619
790,10202105631,0.917437401308369
792,10202105633,0.7173720035513466
793,10202105701,1.2553401508271804
794,10202105702,1.0253537068477645
795,10202105703,0.9446145434663751
796,10202105704,1.8057347670250894
797,10202105705,6.960573476702509
798,10202105706,15.18481893200573
799,10202105707,13.600503066943206
800,10202105708,0.9970674486803519
801,10202105709,0.7782349915497098
802,10202105710,4.828977428493101
803,10202105711,0.7263811202206727
804,10202105712,2.2696095076400677
805,10202105713,2.911864406779661
806,10202105714,2.91925767586475
807,10202105715,4.314979606970708
809,10202105717,1.1862298035241794
810,10202105718,0.5482334869431643
811,10202105719,2.893045504722188
812,10202105720,0.6672930368514459
813,11501129001,9.103702862335304
816,11501129004,2.390822353475693
817,11501129005,1.685395465797022
818,11501129006,2.9857952557553706
819,11501129007,3.9280105950241224
820,11501129008,1.4513615416841223
821,11501129009,0.6772453005337665
822,11501129010,0.6618501732871235
823,11501129011,1.124644511253758
824,11501129012,1.1974406824846706
825,11501129013,2.011446409989594
827,11501129015,2.0144805740513285
828,11501129016,2.57777453413127
829,11501129017,0.8780390910535516
830,11501129018,0.8721693317312136
831,11501129019,4.062766281192939
832,11501129020,0.9368645663361367
833,11501129021,2.9649839940901255
834,11501129022,1.9804979762050778
835,11501129023,8.99590906042519
836,11501129024,1.1587686744695023
837,11501129025,0.5242907112320249
838,11501129026,2.386506964293816
839,11501129027,2.008499965164077
840,11501129028,1.8105831876688385
841,11501129029,0.5728330764734016
842,11501129030,0.4191015031244723
843,11501129031,1.9003289635194187
844,11501129032,9.362340585146287
845,11501129033,1.464776661753111
846,11501129034,4.858111266947171
847,11501129035,1.0735121899286704
848,11501129036,2.806218702690113
851,11501129039,6.831504267819532
852,11501129040,1.264034174927433
855,11501129043,3.0910087196836136
856,11501129044,0.6225177464282506
857,11501129045,1.974175425878942
858,11501129046,0.4485273492286115
859,11501129047,0.115625
861,11501129102,0.23612903225806453
862,11501129103,1.2679735042274762
863,11501129104,1.160514577542181
864,11501129105,0.18981747216163472
865,11501129106,0.5427715729706121
866,11501129107,3.089151568714097
867,11501129108,6.7419885398981325
868,11501129109,0.9293809938971229
869,11501129110,2.0518817204301074
870,11501129111,2.3863099921321793
871,11501129112,2.2424940650747103
872,11501129113,8.103593851483007
873,11501129114,5.9321556579621095
874,11501129115,1.54187838995147
875,11501129116,0.956875160434671
876,11501129117,5.156360806019199
877,11501129118,0.5078320577927188
878,11501129119,1.0521941296134845
879,11501129120,0.32670287247268204
880,11501129121,2.9644263314222563
881,11501129122,0.39455528622039904
882,11501129123,2.0265673777315296
883,11501129124,2.0949919800392087
885,11501129127,25.468194151341574
886,11501129128,0.5552639913133963
888,11501129130,1.1494525007398637
889,11501129131,1.8474788600062637
890,11501129132,0.4870420995079278
891,11501129133,0.4466270198834625
892,11501129134,3.249017179169584
893,11501129135,0.6973886328725039
894,11501129136,1.276891286878659
895,11501129137,0.7452420316044447
897,11501129139,1.430489279124515
898,11501129140,1.7301940427635645
899,11501129141,0.9467243099434652
900,11501129142,1.6154953917050692
901,11501129143,2.7337922346695462
902,11501129144,2.4339632888019986
903,11501129145,0.9697293991744381
904,11501129146,1.14396161023727
905,11501129147,36.903225806451616
906,11501129148,2.528609425083544
907,11501129149,0.9562252405206565
908,11501129401,2.7191347909546324
909,11501129402,0.7386916561542619
910,11501129403,1.4715467328370555
911,11501129404,0.6959280803807509
913,11501129406,0.3268380546913378
914,11501129407,3.9643145161290323
915,11501129408,3.193483481534368
916,11501129409,1.3435121420804639
917,11501129410,0.9142589995324918
918,11501129411,0.7055496101513531
919,11501129412,0.4842824226464779
920,11501129413,1.2478130125751776
921,11501129414,0.6548036465638148
922,11501129415,1.0474383301707781
924,11501129601,0.5516214145884756
925,11501129602,1.9764297046158494
926,11501129603,0.5899884061924571
927,11501129604,1.137392094502499
928,11501129605,0.19944658850942984
929,11501129606,0.43944004869141806
930,11501129607,0.4606151537884471
931,11501129608,0.5178112012665743
932,11501129609,3.659028550241009
933,11501129610,4.037708057151274
934,11501129611,3.701397628667947
935,11501129612,11.625980819529207
936,11501129613,1.3722627737226276
938,11501129615,12.408203902827559
939,11501129616,1.7373271889400919
940,11501129617,2.498137606296999
941,11501129618,0.14116792863810806
942,11501129619,0.855787476280835
943,11501129620,0.3804451112778195
944,11501129621,0.8761290322580645
945,11501129622,5.063269681407987
946,11501129623,3.6116452511456556
947,11501129624,1.198094825719853
948,11501129625,1.1438172043010753
949,11501129626,1.6010405827263268
950,11501129627,1.1887945670628184
951,11501129628,1.4090768373475326
952,11501129629,0.32460071965153714
953,11501129630,0.626774193548387
954,11501129631,0.6011031978773913
955,11501129632,0.5141205112598904
956,11501155301,1.5846315237345923
959,11501155304,1.0107380785413744
960,11501155305,2.607438163171156
961,11501155306,2.0512068576584706
962,11501155307,0.5871724529372813
963,11501155308,7.690615835777126
964,11501155309,0.974302897758338
965,11501155310,0.5584244773639762
966,11501155311,0.6621366735986846
