,SA1_code,jan22_test_daily_coverage
226,10201103706,1.111978119218084
227,10201103707,2.0115117014547756
228,10201103708,1.7147502601456817
229,10201103709,0.9801747311827957
230,10201103710,1.2898338220918864
231,10201103711,0.9546669211681619
232,10201103712,0.8027587705007061
233,10201103713,2.8756286029682325
234,10201103714,0.5647321428571428
235,10201103801,2.5303643724696356
236,10201103802,0.7287783484332622
237,10201103803,1.4028324154209284
238,10201103804,0.5901060070671378
239,10201103805,0.33329650905877145
240,10201103806,1.118468877782826
241,10201103807,0.6613926208824933
242,10201103808,0.5078076844051777
243,10201103809,1.3903654485049832
244,10201103810,0.45806451612903226
245,10201103811,0.49105990783410136
246,10201103812,0.7097597103357471
247,10201103813,1.4861012892346188
248,10201103814,1.2533713538881959
249,10201103815,0.3146057347670251
250,10201103816,0.48077311603474976
251,10201103817,1.127805049088359
252,10201103901,1.0971785425465002
253,10201103902,0.5734686480608916
254,10201103903,2.32177864908216
255,10201103904,3.1821424982413835
256,10201103905,2.9263765294771975
257,10201103906,3.8670766913518264
258,10201103908,2.284205781984418
259,10201103909,1.7073698379885582
260,10201103911,2.0988951366281934
261,10201103912,2.1633326351068285
262,10201103913,1.7531949261247566
263,10201103914,1.42475847388243
264,10201103915,2.1816269284712484
265,10201103916,1.348805256869773
266,10201103917,2.263306451612903
267,10201103918,3.844298946023635
268,10201103919,3.5413683091102444
269,10201103920,3.699748341340654
270,10201103921,2.822554419092578
271,10201103922,1.2426435877261999
273,10201103924,0.7932003747824924
274,10201103925,2.9588918104277564
275,10201103926,2.246471082791274
276,10201103927,2.1861185065940187
277,10201103928,2.215381589299764
278,10201103929,2.274849761690958
280,10201103931,2.5348858281986226
281,10201104001,1.0394363700815314
282,10201104002,0.9688024745912506
283,10201104003,0.6392646548733958
284,10201104004,1.1666002920483207
285,10201104005,0.723600352975782
286,10201104006,0.5691884280593957
287,10201104007,0.2263131227833136
288,10201104008,30.983870967741936
289,10201104009,0.17396517270910647
290,10201104010,0.4495127688172043
291,10201104011,0.7937181663837012
292,10201104012,0.8564559839146778
293,10201104013,0.9212923355643904
294,10201104014,0.45572964669738864
295,10201104015,1.345483870967742
296,10201104016,0.8399290544285556
297,10201104017,1.2102542803082745
298,10201104018,2.1381273310213964
299,10201104019,0.9458110930610351
300,10201104020,1.3964077611581667
301,10201104021,1.3516129032258064
302,10201104022,0.37187825182101975
303,10201104023,0.9626008064516128
304,10201104024,0.5141355563610004
305,10201104025,1.9773118279569892
306,10201104026,1.6049818667684672
307,10201104027,1.7026008638911865
308,10201104028,0.7657921851470239
309,10201104029,0.26493366556670483
310,10201104030,1.8222090084733165
311,10201104031,0.8347560427711385
312,10201104032,0.9339892888279986
313,10201104033,1.8031968754520469
314,10201104034,1.861649956408021
315,10201104035,1.427787784509579
316,10201104036,1.2279921615918
317,10201104037,2.361588089330025
318,10201104038,0.8805510396166681
319,10201104039,1.159462530257373
320,10201104040,1.0849408331982493
321,10201104041,1.9761190297574394
322,10201104042,1.231903580290677
323,10201104043,1.0073815751235107
324,10201104044,0.6161391445039943
325,10201104045,1.4111785372085597
326,10201104046,0.5665046398585948
327,10201104047,1.5466186962619672
328,10201104048,0.7487570817435542
329,10201104049,1.5186148687709562
330,10201104050,2.3314917127071824
331,10201104051,0.4569071657227284
332,10201104052,1.0188112438309134
333,10201104053,1.1165807609891703
334,10201104054,0.4644995011639508
335,10201104055,0.7435050876813163
336,10201104056,0.4881015335801164
337,10201104057,1.259287124988244
338,10201104058,1.883943052802307
339,10201104101,1.422821552382631
340,10201104102,2.419818983522859
341,10201104103,1.967120093276331
342,10201104104,1.5470774744968294
343,10201104105,1.456754291400614
344,10201104106,2.636658118504522
345,10201104107,2.630331240528253
347,10201104109,1.3369340041432376
348,10201104110,1.8199131513647644
349,10201104111,1.6235023041474654
350,10201104112,1.5209794296400188
351,10201104113,1.636868728750311
352,10201104114,1.6659956720849478
353,10201104115,1.3256099557884393
354,10201104116,0.2944421170227622
355,10201104117,1.5542720139494337
357,10201104119,2.8101491776106085
358,10201104120,1.1750556173526139
359,10201104121,2.4097567082585654
360,10201104122,1.8597602572848648
361,10201104123,0.9176795217134222
362,10201104124,1.5132789221401735
363,10201104125,2.0855258904906586
364,10201104201,1.494116984743568
365,10201104202,1.281113775065388
366,10201104203,1.3807410960546829
367,10201104204,1.7532897210316565
368,10201104205,3.1148729660291172
370,10201104207,1.5804332856613168
371,10201104208,1.0336893096994388
372,10201104209,2.3405628002745367
373,10201104210,1.6605052811875536
374,10201104211,0.6223148214670594
375,10201104212,11.706451612903225
376,10201104213,2.44417273673257
377,10201104214,1.075883256528418
378,10201104215,1.352716468590832
379,10201104216,1.578031660692951
380,10201104217,0.9785348206210431
381,10201104218,2.430216580514297
382,10201104219,0.626616799127318
384,10201104221,1.264148777407875
386,10201104223,1.4874752207604973
387,10201104224,1.6971970265293597
388,10201104225,1.7498424339655072
389,10201104226,1.883483870967742
390,10201104227,1.0185021317673557
391,10201104228,0.729488432714239
392,10201104229,2.9586213517665128
394,10201104231,1.8260917270133858
395,10201104232,1.4530395498137434
396,10201104233,1.3786261313529822
398,10201104302,0.528236389806113
399,10201104303,1.5048819676183414
400,10201104304,2.043308686113594
401,10201104305,2.0135950446464483
402,10201104306,1.5725806451612903
403,10201104307,1.186677535809945
404,10201104308,1.6391189942500732
405,10201104309,2.071219103477168
406,10201104310,3.954867640676986
407,10201104311,1.0269432346645015
408,10201104312,0.15461269776042738
409,10201104313,0.8067103674314301
410,10201104314,0.03403373779224622
411,10201104315,2.3967106308596855
412,10201104316,1.314431239388795
413,10201104317,0.4781946559601274
414,10201104318,1.0869565217391306
415,10201104319,1.374660838106723
417,10201104321,2.00232707430589
418,10201104322,1.1378149880981696
419,10201104323,1.3157580976352916
420,10201104324,1.5105189340813465
421,10201104325,0.7470361180038599
422,10201104326,1.5104049644251858
423,10201104327,0.9372885179336793
424,10201104328,1.4263770024138689
425,10201104329,1.6179556937427129
426,10201104330,1.7503506311360448
427,10202104401,1.3464861751152075
428,10202104402,1.4933536533739733
429,10202104403,2.80607796736829
430,10202104404,0.5966822902306774
431,10202104405,1.3947874385814998
432,10202104406,1.9014598540145984
433,10202104407,1.370859493396839
434,10202104408,1.428908978837066
435,10202104409,1.9160033514872223
436,10202104410,0.2012650221378874
437,10202104411,1.9507743908454178
438,10202104412,1.4778307874119139
440,10202104414,0.9927314230792336
441,10202104415,1.8839506172839506
442,10202104416,2.8269539399775314
443,10202104417,1.3138041267073526
444,10202104418,18.342741935483872
445,10202104419,2.0511032123935347
446,10202104420,1.7613880742913
447,10202104421,0.5874689826302729
448,10202104422,1.3576612903225806
449,10202104423,1.8121600516990684
450,10202104424,1.1148132427843802
451,10202104425,0.9231090100111236
452,10202104426,4.413527575442248
453,10202104427,0.5210497539639147
454,10202104428,0.7923671058609723
455,10202104429,0.9103553062178589
456,10202104430,0.7904169024712319
457,10202104431,1.028749634538544
458,10202104432,4.001314591970877
459,10202104433,2.1032428291769514
460,10202104434,1.6435391175380052
461,10202104435,1.8449435978626558
462,10202104436,0.40205795088693896
463,10202104437,1.5651486401012018
464,10202104438,1.8709677419354838
465,10202104439,2.1716690042075735
466,10202104440,0.04565128623928134
467,10202104441,2.3430313319956784
468,10202104442,1.8072403186371164
469,10202104443,3.157962109575013
470,10202104444,2.799758296922934
471,10202104445,2.066661166570415
472,10202104446,0.7802524544179523
473,10202104447,1.6932178741406663
474,10202104448,2.565631974031244
475,10202104449,2.1287257681403724
476,10202104450,2.663219239924485
477,10202104451,2.472103357472021
478,10202104452,3.921070693205217
479,10202104453,1.7047081613745474
480,10202104454,1.232854432095419
481,10202104455,2.905850659667058
482,10202104456,1.2708333333333335
483,10202104457,2.9354074300565665
484,10202104458,1.3283541055718475
485,10202104459,2.764516129032258
486,10202104501,2.7519061583577713
487,10202104502,1.0547956989247311
488,10202104503,1.0786163522012582
489,10202104504,3.5033420517291485
490,10202104505,2.3842411422527765
491,10202104506,2.6151861042183624
492,10202104507,2.1860761800619644
493,10202104508,1.0627947009954344
494,10202104509,1.8877158683610296
495,10202104510,2.023889668069191
496,10202104511,1.5710303237184957
497,10202104512,2.6681928546652793
498,10202104513,0.9612448886869603
499,10202104514,1.7440765058521268
500,10202104515,2.299622957687474
501,10202104516,1.7247598089206162
502,10202104517,2.5687300203429237
503,10202104518,1.3533244118889984
504,10202104519,2.3511493709204427
506,10202104521,1.8196264855687607
507,10202104522,2.177645613808262
508,10202104523,1.7885052248977735
509,10202104524,2.410337454680673
510,10202104601,0.6218919898513954
511,10202104602,2.0145711143695015
512,10202104603,0.8065137671701162
514,10202104605,0.4537484545352366
515,10202104606,1.7285920627278355
516,10202104607,0.5630869742752144
517,10202104608,1.7627980364656382
519,10202104610,2.070892723180795
520,10202104611,0.3733790590504769
521,10202104612,0.5714149776382149
523,10202104614,1.0344904565241657
524,10202104615,1.124491533440545
529,10202104620,0.7512338173235105
530,10202104621,0.8733640552995392
531,10202104622,1.7383043404830265
534,10202104625,0.5016438747796255
535,10202104701,2.735323582448407
536,10202104702,2.512218963831867
537,10202104703,4.213254150357673
538,10202104704,4.831889081455806
539,10202104705,1.1327016813626158
540,10202104706,2.99340007415647
541,10202104707,2.328046099922771
542,10202104708,3.2905865582598595
543,10202104709,2.6049974031969527
544,10202104710,0.7787027402011794
545,10202104711,1.300352919323881
546,10202104712,1.331615120274914
547,10202104713,2.778910529519172
548,10202104714,2.074417119131268
549,10202104715,0.4465902659875495
550,10202104716,0.6893425888117598
552,10202104718,1.8492525570416998
553,10202104719,1.821885634855965
554,10202104720,5.133006077606358
555,10202104721,4.042276096974554
556,10202104722,2.4815756823821338
557,10202104723,2.5067599620493355
558,10202104724,0.8437849462365592
559,10202104725,5.370026358729761
560,10202104726,2.565198839392388
561,10202104727,4.471531286436067
562,10202104728,2.53201891906255
563,10202104729,2.2943616614813602
564,10202104730,2.433467741935484
565,10202104731,2.656329541322529
566,10202104732,0.8986426934602503
567,10202104733,3.9753633463310885
568,10202104734,1.8256823821339951
569,10202104735,1.765292817053121
570,10202104736,2.052470029536109
571,10202104737,49.769354838709674
572,10202104801,0.7670250896057348
573,10202104802,1.3836240160518598
574,10202104803,1.5146798346841286
575,10202104804,1.7025963808025177
576,10202104805,1.020458202436595
577,10202104806,0.5475413797269543
578,10202104807,0.8901557285873193
579,10202104808,0.7708452429563087
580,10202104809,1.2921218352396864
581,10202104810,1.4240383097405673
582,10202104811,1.83221027479092
583,10202104812,2.384125636672326
584,10202104813,0.8227372377074852
585,10202104814,1.3949717847216374
586,10202104815,1.2482627459585984
587,10202104816,2.1159198777250423
588,10202104817,1.5618680789600388
589,10202104818,1.0533595840274623
590,10202104819,1.7721123829344434
591,10202104820,0.20841912605811025
592,10202104821,0.5811242414564037
593,10202104822,1.5824026305346108
594,10202104823,0.9100261551874455
595,10202104824,1.9289500719128825
596,10202104825,1.5805227397931079
597,10202104826,3.0807501224546914
598,10202104827,1.9471742935733933
599,10202104828,1.5236992260324276
600,10202104829,1.6827746975806452
602,10202104831,1.555383708940934
603,10202104832,1.7936459540215868
604,10202104833,1.0853072334510916
605,10202104834,1.1372275501307758
606,10202104835,2.8913123167155423
607,10202104836,0.9275227460711332
608,10202104837,2.773092590553782
609,10202104838,2.1476426799007444
610,10202104840,0.6495384908173947
611,10202104841,1.1679440747915437
612,10202104842,1.478889943074004
613,10202104843,1.2278472679394337
614,10202104844,2.492676790367508
615,10202104845,1.860178727114211
616,10202104846,1.3449540309294787
617,10202104847,1.0254760455612555
618,10202104848,0.9945479327578374
619,10202104849,0.5796490690368554
620,10202104901,4.400149170240536
621,10202104902,7.980685610274041
622,10202104903,6.574792726259319
623,10202104904,2.484652034679372
624,10202104905,0.7645161290322581
625,10202104906,1.517874958430329
626,10202104907,2.066269284712482
627,10202104908,1.0610164333536214
630,10202105001,1.1197881559942224
631,10202105002,0.7584867421043743
632,10202105003,1.3212903225806452
633,10202105004,0.8209154058426111
634,10202105005,1.3648301455894947
635,10202105006,1.6344784248010054
636,10202105007,1.0572759856630827
637,10202105008,0.9737354456957436
638,10202105009,2.002217741935484
639,10202105010,1.086197778952935
640,10202105011,0.7088835967381107
641,10202105012,1.192433081674674
642,10202105013,2.279275298276624
644,10202105015,1.7879406560500883
645,10202105016,5.630824372759856
646,10202105017,0.7473920718985716
647,10202105018,0.8536456031816174
648,10202105019,2.0750880997560315
649,10202105020,1.473030142781597
650,10202105021,1.6486626104924806
651,10202105022,1.6749182325402425
652,10202105024,2.1514726507713884
653,10202105025,1.2814535750726004
654,10202105026,1.9827208976157082
655,10202105027,1.1821794990294852
656,10202105028,1.2448401265763
657,10202105101,8.665306890925066
658,10202105102,7.169415779637605
659,10202105103,3.8170473275253123
660,10202105104,1.3980619660844065
662,10202105106,8.582958003651859
663,10202105107,0.23721479150275374
664,10202105108,2.895572422517394
665,10202105109,4.521322281034655
666,10202105110,2.406735751295337
667,10202105111,2.2129751768797217
668,10202105112,8.116632222122384
669,10202105113,5.573393348337084
670,10202105114,7.182443151771549
671,10202105115,4.736866359447005
672,10202105116,5.812762973352033
673,10202105201,1.2768817204301075
674,10202105202,1.5423947132616491
675,10202105203,1.2816729418947799
676,10202105204,2.052248977737392
677,10202105205,1.6073327594064921
678,10202105206,0.8890824217933533
679,10202105207,0.750939240834305
680,10202105208,0.6164209265773519
681,10202105209,0.9873186969961163
682,10202105210,0.8405076679005818
684,10202105213,0.6404692082111436
685,10202105214,0.7848151062155784
686,10202105215,0.7330645161290323
687,10202105216,1.1352838209552387
688,10202105301,1.2803663878932696
690,10202105303,2.2776434510821493
691,10202105304,0.8516285624804257
692,10202105305,1.6001938715062738
693,10202105306,0.5978676872607983
694,10202105307,1.3758613802057327
695,10202105308,1.5110047043010753
696,10202105309,1.1635095506063249
697,10202105310,1.6754708811431047
698,10202105311,0.852703316674239
699,10202105312,2.381600288340241
700,10202105313,2.0976093537947595
701,10202105314,1.4573659338401481
702,10202105315,2.014884583475672
703,10202105316,3.075151940158952
704,10202105317,2.3976344086021504
705,10202105318,0.45463431973695906
706,10202105319,0.5460226313122784
707,10202105320,0.9482999128160418
708,10202105321,1.5812600510831518
709,10202105322,2.911900243968555
710,10202105323,39.377419354838715
711,10202105324,2.50258064516129
712,10202105325,1.6653883750657945
713,10202105326,4.809275075880568
714,10202105327,1.3642302980808494
715,10202105328,1.7258545979778526
716,10202105329,1.139724537876042
717,10202105330,0.8089229968782519
718,10202105331,0.3477621542137671
719,10202105332,1.05184331797235
720,10202105333,0.6683351872450871
721,10202105334,0.8366852968358052
722,10202105335,0.9784510905054199
723,10202105336,0.6651450598498682
724,10202105337,1.0729089351984014
725,10202105401,0.9359097200042583
727,10202105403,0.5680507028520354
728,10202105404,1.5509482285505214
729,10202105405,2.137069620940589
730,10202105406,0.7241100759330066
731,10202105407,1.274971475987968
732,10202105408,0.698267192697455
733,10202105409,0.5496904529162594
734,10202105410,1.0851462865716428
735,10202105411,0.8324189891010169
736,10202105412,0.9979559246247205
737,10202105413,1.3802624384909787
738,10202105414,2.182371649250341
739,10202105415,6.232258064516128
741,10202105417,2.4683522231909327
742,10202105418,0.8341954293238032
743,10202105419,0.40858761987794245
744,10202105420,0.5574084199015855
745,10202105421,1.7355130637863085
746,10202105422,1.510428253615128
747,10202105423,0.9731282542342451
748,10202105424,0.3634477751270615
750,10202105502,5.3254646443067735
753,10202105505,4.8555698924731185
754,10202105506,4.051936527821276
755,10202105507,3.998477840875827
756,10202105508,3.155966176010022
757,10202105509,4.04495422842197
758,10202105510,4.930949604871097
759,10202105511,6.40298346706877
760,10202105512,9.62922815724174
761,10202105513,5.13715089846287
762,10202105514,9.980140443274085
763,10202105601,3.510520663458096
764,10202105602,2.491917522810547
765,10202105603,1.1525241262639856
766,10202105604,2.934086868173736
767,10202105605,2.0912336862841667
768,10202105606,2.080314066786491
769,10202105607,1.1778113799283154
770,10202105608,2.122399228981235
771,10202105609,1.2775723575162565
772,10202105612,2.14539655983688
773,10202105613,2.019794721407625
774,10202105614,3.4839972223975755
775,10202105615,3.3318123938879456
776,10202105616,8.179723502304148
777,10202105617,4.647810046353231
778,10202105618,1.9674388395756657
779,10202105620,4.345500848896434
780,10202105621,0.7419354838709677
781,10202105622,2.013578856726502
782,10202105623,2.9041199532292454
785,10202105626,2.9688122262046996
786,10202105627,2.612306774690591
787,10202105628,1.2820082786183271
788,10202105629,1.1701686889612313
790,10202105631,3.8060568463794273
792,10202105633,2.510703363914373
793,10202105701,2.530895881865203
794,10202105702,1.930899830220713
795,10202105703,2.233078184800437
796,10202105704,1.4974910394265233
797,10202105705,11.531182795698923
798,10202105706,1.7340926140626063
799,10202105707,6.0844622920436
800,10202105708,1.7278225806451613
801,10202105709,1.0918509809684767
802,10202105710,4.516585945353194
803,10202105711,0.9082062677189487
804,10202105712,1.0114601018675722
805,10202105713,1.3092400218698743
806,10202105714,5.459483093664982
807,10202105715,1.3326844642195033
809,10202105717,1.1470472330124417
810,10202105718,1.911520737327189
811,10202105719,1.9697657304059857
812,10202105720,0.9191982461634826
813,11501129001,8.083522641223686
816,11501129004,1.6932303498409813
817,11501129005,1.573690621193666
818,11501129006,4.790847386467008
819,11501129007,6.095355217103396
820,11501129008,6.825932132383745
821,11501129009,4.168484567184962
822,11501129010,5.10711810183951
823,11501129011,2.4357682619647356
824,11501129012,3.1713143161823507
825,11501129013,3.265585091287485
827,11501129015,2.603012476566035
828,11501129016,5.04617330803289
829,11501129017,2.1407119021134595
830,11501129018,2.870551807006193
831,11501129019,3.995739500912964
832,11501129020,1.6398267854901467
833,11501129021,2.1604038414183697
834,11501129022,2.351465718140562
835,11501129023,5.495137817718463
836,11501129024,1.9131696640974403
837,11501129025,3.2681694520015547
838,11501129026,2.762669570346173
839,11501129027,2.1366264892356996
840,11501129028,3.5638805021452407
841,11501129029,2.9274592124143064
842,11501129030,2.2785846985306537
843,11501129031,2.524083075563411
844,11501129032,3.927508192837683
845,11501129033,3.4833910390456277
846,11501129034,3.1497194950911642
847,11501129035,8.081283934845098
848,11501129036,1.3783044136485385
851,11501129039,8.940804788826073
852,11501129040,4.756284571991895
855,11501129043,2.8019250011912136
856,11501129044,3.93701141162728
857,11501129045,3.69363899963755
858,11501129046,3.2769985974754556
859,11501129047,1.8290322580645162
861,11501129102,2.375
862,11501129103,1.7476439226668103
863,11501129104,2.1072467515676516
864,11501129105,3.221731144529904
865,11501129106,3.7882947526049793
866,11501129107,7.6566504639858595
867,11501129108,5.300191001697793
868,11501129109,4.439612287809632
869,11501129110,6.324892473118278
870,11501129111,6.842299370574351
871,11501129112,4.76546571707862
872,11501129113,6.657176878112145
873,11501129114,4.564836149513569
874,11501129115,5.44025121324579
875,11501129116,2.484042098057671
876,11501129117,4.240681484043933
877,11501129118,3.0924111293898866
878,11501129119,2.814181923859343
879,11501129120,1.6541909310999148
880,11501129121,4.311321406368723
881,11501129122,0.5561253030020511
882,11501129123,1.644998699271592
883,11501129124,2.115932988772055
885,11501129127,9.78956888754899
886,11501129128,1.2673845179387413
888,11501129130,3.607132287659071
889,11501129131,2.1724083933604756
890,11501129132,3.30694368507381
891,11501129133,2.6723133297290804
892,11501129134,8.490656470461522
893,11501129135,1.6192012288786484
894,11501129136,2.67007232235105
895,11501129137,2.8000307585835675
897,11501129139,3.7682763886237836
898,11501129140,3.3943888270918303
899,11501129141,1.7774526105753243
900,11501129142,2.937884024577573
901,11501129143,1.7116120034192648
902,11501129144,3.714402085369827
903,11501129145,2.8530296081129287
904,11501129146,4.6037056784857375
905,11501129147,1.8387096774193548
906,11501129148,3.352588147036759
907,11501129149,2.7371250707413695
908,11501129401,3.0763612528676436
909,11501129402,3.2402234636871508
910,11501129403,4.137386269644335
911,11501129404,2.9484399788471705
913,11501129406,2.321434419518585
914,11501129407,4.20866935483871
915,11501129408,5.210164211072889
916,11501129409,5.387549836897427
917,11501129410,9.767461430575036
918,11501129411,4.7437700657391835
919,11501129412,3.7284397630019748
920,11501129413,3.423865500273373
921,11501129414,6.124386395511922
922,11501129415,1.212865275142315
924,11501129601,1.860498765852413
925,11501129602,5.661177003852837
926,11501129603,2.0868853577030624
927,11501129604,7.699681962744207
928,11501129605,8.47979319886405
929,11501129606,2.269352072151829
930,11501129607,3.3346908155610335
931,11501129608,0.8788838313872946
932,11501129609,5.267037449017427
933,11501129610,12.254823979967593
934,11501129611,8.88381797708154
935,11501129612,1.966608544027899
936,11501129613,3.7023781492818464
938,11501129615,6.150139386698528
939,11501129616,6.665245202558635
940,11501129617,8.715721414013634
941,11501129618,3.513121045534695
942,11501129619,2.878129399522556
943,11501129620,2.686921730432608
944,11501129621,4.818225806451613
945,11501129622,7.188662312409632
946,11501129623,6.0363914098301725
947,11501129624,7.847802554665512
948,11501129625,1.0990957966764419
949,11501129626,3.725702393340271
950,11501129627,5.491748726655348
951,11501129628,3.550801807937589
952,11501129629,1.2851461397639037
953,11501129630,2.8537903225806454
954,11501129631,1.6929199832425639
955,11501129632,1.6004260499087035
956,11501155301,1.180854969840021
959,11501155304,2.924789621318373
960,11501155305,2.0760850278576246
961,11501155306,4.372343785247011
962,11501155307,3.2615646580266766
963,11501155308,1.202806870548806
964,11501155309,6.213686896300347
965,11501155310,4.192717707323826
966,11501155311,4.220389805097452
967,11501155312,3.199537948147514
968,11501155313,2.310544053923929
969,11501155314,1.161627045592296
