,SA1_code,jan22_base_daily_coverage
430,20603111608,0.828914718558182
431,20603111609,1.4180558562459407
432,20603111610,3.118832565284178
434,20603111612,2.206236979988637
435,20603111613,4.273133640552995
436,20603111614,4.188162692847125
438,20603111616,3.1181342632955538
439,20603111617,4.158372241086588
440,20603111618,2.633032258064516
441,20603111619,0.8209866536986005
442,20603111620,2.7348906192065257
444,20603111622,3.0642963125789957
445,20603111623,4.590674110835401
448,20603111626,1.0083181172651654
449,20603111627,1.7110857756019044
450,20603111628,3.22353098648106
451,20603111629,14.501466275659824
452,20603111630,2.2499803783062555
453,20603111631,1.2423500150738618
454,20603111632,1.8082492759412765
455,20604111701,2.3103825579510455
457,20604111703,0.7955955334987593
458,20604111704,3.452110030932391
459,20604111705,2.5117014547754586
460,20604111706,2.318009568471413
461,20604111707,1.4643896534841974
462,20604111708,1.2788091697010104
463,20604111709,1.3523455785081917
464,20604111710,1.0836234928491266
465,20604111711,0.9121576732855982
466,20604111712,1.158357771260997
467,20604111713,3.0504173246108737
468,20604111714,0.7392841361025188
469,20604111715,1.5225049981088237
470,20604111716,0.8865322580645162
471,20604111717,1.889904662400418
472,20604111718,1.5074900574458685
473,20604111719,1.6876006441223832
474,20604111720,0.9490647640560866
475,20604111721,1.827823829022271
476,20604111722,0.6722550707282389
477,20604111723,0.7714378343329551
478,20604111724,300.5
479,20604111725,1.9971824506928872
480,20604111726,2.588384203674237
481,20604111727,2.596181006722784
482,20604111728,0.8558738284337712
483,20604111729,0.8093136962614038
485,20604111733,0.3648396901657025
486,20604111734,0.34104120089428297
487,20604111735,2.5718420259270425
488,20604111736,0.8597271822492829
489,20604111801,1.5813705410479604
490,20604111802,0.8686400403468275
492,20604111805,1.326502732240437
493,20604111806,1.56122868296692
494,20604111807,0.9944726350126857
495,20604111808,3.90955091714105
499,20604111812,1.0572513491734024
501,20604111814,4.083595331409621
504,20604111901,1.0677530974439111
505,20604111902,1.5481431794621627
506,20604111903,1.7014974602546342
507,20604111904,3.610456062291435
508,20604111905,4.5075830524795375
509,20604111906,4.963024627124523
510,20604111907,1.9808516129032256
511,20604111908,1.2510129979476925
512,20604111909,2.4583732566805065
515,20604111912,2.0802653567630527
516,20604111913,34.061290322580646
517,20604111914,3.830404941660947
519,20604112001,1.8349635796045785
521,20604112102,3.0492359932088284
524,20604112105,2.539336571594636
526,20604112108,0.8107111318892525
527,20604112109,2.7212536175619397
528,20604112110,1.8245161290322582
530,20604112112,1.420575001906505
531,20604112113,1.3153767690934592
532,20604112114,2.708613066972327
533,20604112115,3.3021586223623576
534,20604112116,0.8786441262722098
535,20604112118,1.4512067765142727
536,20604112119,1.9238552000525588
537,20604112121,2.8293761257573276
538,20604112122,2.344358932372687
539,20604112123,1.584239012773328
540,20604112124,0.7088102670828996
541,20604112125,0.7585936581350684
542,20604112126,1.8229864069791033
543,20604112127,1.5759749638902263
544,20604112128,2.462862251359607
545,20604112129,1.361148887559158
547,20604112203,0.6282743148193064
548,20604112204,2.3296629445822994
552,20604112210,3.5204081632653055
562,20604112221,3.429692186995246
563,20604112222,1.907661733915327
564,20604112223,2.9460593170270597
571,20604112233,0.7282706093189965
572,20604112234,1.2465402610194534
573,20604112235,0.4609909044686741
574,20604112236,0.7045144768906695
578,20604112240,1.8601855943437913
580,20604112242,1.396610673405679
583,20604112245,2.3530431552225872
585,20604112247,1.339604354093146
587,20604112249,1.3066340997782082
590,20604112304,2.1428714691626274
591,20604112305,2.4750733137829912
592,20604112306,1.2472424557752342
593,20604112307,1.7706715760826062
594,20604112308,1.9185059422750426
595,20604112309,0.6994408602150536
596,20604112310,1.108347697611426
598,20604112312,1.6341928085232318
599,20604112313,0.08454900349291145
600,20604112314,2.712617832742368
601,20604112315,96.76344086021506
607,20604112321,2.615294163759652
608,20604112322,2.895328603935216
609,20604112323,0.8866641947843282
612,20604112326,0.8146528157463094
613,20604112327,0.8343530532079515
617,20604112331,1.4471405461984965
619,20604112333,0.6000690012075212
623,20604112337,3.599212303075769
624,20604112338,0.11089638769139291
625,20604112339,2.1923293323330832
626,20604112340,3.350785833784962
627,20604112401,25.823225806451614
628,20604112402,2.524372038683715
630,20604112404,0.4090568096569597
631,20604112406,1.6987040015135748
632,20604112407,1.4515359609133052
633,20604112409,4.667031164570804
634,20604112410,1.845334654200978
636,20604112412,1.1687393472634304
638,20604112414,5.220438241179054
639,20604112415,3.3134526763559022
640,20604112416,3.6468874743769555
641,20604112417,3.475462467512613
642,20604112418,1.4181798760948516
643,20604112501,4.45055067926427
644,20604112502,1.4910502061605628
645,20604112503,0.8974358974358975
646,20604112504,1.8352400600150038
648,20604112506,2.0090488360848244
649,20604112507,4.659007217557814
650,20604112508,3.267531556802244
651,20604112509,1.729872978159554
652,20604112510,1.8660049627791564
653,20604112511,0.44904458598726116
654,20604112512,1.9159809084924293
655,20604112513,1.4292803970223324
656,20604112514,0.6740477492254419
657,20604112602,1.6973582150841813
659,20604112604,3.5596230518303726
660,20604112605,1.5844488332967597
661,20604112606,1.1701601232435461
662,20604112609,0.6192556784729324
663,20604112610,9.706917371053994
664,20604112611,3.667137096774194
666,20604112613,1.7760463679984801
667,20604112614,2.4838709677419355
668,20604112615,2.239281339322172
669,20604112616,1.6443500668066426
670,20604112617,0.9473527551438032
671,20604112618,2.6432378568780126
673,20604112620,0.6383262482287239
676,20604112624,551.1075268817204
677,20604112625,0.9302558398220245
679,20604112627,3.1927906473262606
680,20604112628,0.8163360715955387
681,20604112629,1.4524514556746415
682,20604112630,0.6481535542256607
683,20604112631,0.43772506951514134
684,20604112632,1.178164417486935
685,20604112633,1.8139219015280135
686,20604112634,1.9520339789828274
687,20604112635,1.955263157894737
690,20605112801,0.7188940092165899
691,20605112802,1.348946825747533
692,20605112803,0.8416568427821242
693,20605112804,1.1216982753681317
694,20605112805,3.6647237304375597
695,20605112806,5.363585299309902
696,20605112807,4.952557963709677
697,20605112808,1.2270661043868778
698,20605112809,2.5192806822395255
699,20605112810,0.9038018433179723
700,20605112811,1.0907155722940887
701,20605112812,2.6659124701014933
702,20605112813,2.0091520971846015
705,20605112816,2.7708284984915292
706,20605112817,1.4701403045928767
707,20605112818,2.406175115207373
708,20605112819,3.9899654175406774
709,20605112820,3.57021935483871
710,20605112821,0.5089809384164223
711,20605112822,2.807017543859649
714,20605112825,2.824236751152074
715,20605112826,0.9700105129198251
716,20605112827,3.5895226326742984
717,20605112828,3.634269939114321
718,20605112830,5.005156901470265
719,20605112831,3.9632717168056057
721,20605112833,2.6065717718827988
722,20605112834,3.9249488485481696
723,20605112835,1.4776087986107456
724,20605112901,1.6576583613215652
725,20605112902,1.1599315585526646
726,20605112903,1.494159656236761
727,20605112904,1.019320027848689
728,20605112905,1.5115829182183103
729,20605112906,0.9964733948760504
730,20605112907,3.4054642065185563
731,20605112908,1.4704111767378465
732,20605112909,1.3634753081863147
733,20605112910,0.9938991840158622
734,20605112911,1.5447132616487456
735,20605112912,0.23210070810385525
736,20605112913,1.1510651247717592
737,20605112914,1.3691850594227504
738,20605112915,1.6009603545924649
739,20605112916,1.9123352266638087
740,20605112917,25.107526881720432
744,20605112921,1.4159104457839304
745,20605112922,2.32703488372093
746,20605112923,2.0702383198138716
747,20605112924,0.6584963169926338
748,20605112925,0.7824092741935483
749,20605112926,1.5164568581169682
750,20605112927,1.6621117084826762
751,20605112928,0.26448442577474834
752,20605112929,1.0334101382488479
753,20605112930,1.5068150840527033
754,20605112931,1.2050064516129033
755,20605112932,1.6870095902353968
756,20605112933,2.816308243727599
757,20605112934,0.6225482249959474
758,20605112935,2.362622372010913
759,20605112936,1.1419809177646525
760,20605112937,4.789489625927609
761,20605112938,0.433724340175953
762,20605112939,1.9387854513964062
763,20605112940,1.4222873900293256
764,20605113001,1.025560888492019
765,20605113002,2.096969993636497
766,20605113003,1.4922503970644616
767,20605113004,1.828240701336284
768,20605113005,0.2174582590371211
769,20605113006,0.949662415603901
770,20605113007,1.1664133310814615
771,20605113008,1.6986490212296663
772,20605113009,3.381951817068191
773,20605113010,2.046594982078853
774,20605113011,2.344027898866609
775,20605113012,0.6747617302052787
776,20605113013,2.181598397458037
778,20605113015,3.9476434529193045
780,20605113017,0.44477172312223856
781,20605113019,0.40242300394103053
782,20605113020,1.0474458800376487
783,20605113021,1.881451612903226
784,20605113022,1.3800786369593707
785,20605113023,1.3993420451430139
786,20605113024,1.8274581531980933
787,20605113025,1.2266963292547275
788,20605113026,0.9148324358237047
789,20605113027,2.13949628346684
790,20605113028,1.1487362820086466
791,20605113029,1.675731082303286
792,20605113032,0.9855774523835737
793,20605113033,2.3290762963778486
794,20605113034,2.144562029835522
795,20605113035,1.6731850026945878
796,20605113036,2.2489548886254447
797,20605113037,3.126207819235915
798,20605113038,1.9774679850867243
799,20605113039,2.509152288072018
802,20605113201,2.499583587807451
803,20605113202,3.635235732009926
804,20605113203,1.6998819826907947
806,20605113206,1.4076603092378934
807,20605113207,1.270940052609719
808,20605113208,0.5663771712158808
809,20605113209,0.6280743540620308
810,20605113210,2.502741297972715
811,20605113211,0.9461993526063177
812,20605113212,1.3115149889343436
813,20605113213,1.6421208750463476
814,20605113214,1.990455479038299
815,20605113215,2.547028862478778
816,20605113217,2.614686847067217
817,20605113218,2.851016664118636
818,20605113219,1.409653165170992
819,20605113220,2.6597687157638465
820,20605113221,2.391831902929861
821,20605113222,2.5904737903225805
823,20605113224,0.7534804753820034
824,20605113225,1.0356234096692112
825,20605113226,1.7620347394540943
826,20605113227,4.671637248934875
827,20605113228,1.807383253755677
829,20605113230,2.7547836461249027
830,20605113301,2.5063166932417515
831,20605113302,1.635370503967845
832,20605113303,0.4954429083461342
833,20605113304,2.05034097004061
834,20605113305,2.22575304422132
836,20605113307,1.4261263663023194
837,20605113308,2.544177655598986
838,20605113309,172.55913978494624
839,20605113310,2.7029043737802776
840,20605113311,4.493900157173864
841,20605113312,1.3012917658944938
842,20605113313,1.62673734565906
843,20605113314,2.5571096774193545
844,20605113315,3.5215151337743693
845,20605113316,2.587766146834722
846,20605113317,1.900198108623332
847,20605113318,1.6871073332981366
848,20605113319,161.42741935483872
849,20605113320,0.6760038739477019
850,20605113321,1.9116450666918927
851,20605113322,1.4530736457699331
852,20605113323,2.3980009086778735
853,20605113324,1.5258444022770399
854,20605113325,43.086021505376344
855,20605113326,2.0634602185734647
856,20605113327,1.324131099530557
857,20605113328,3.3764907802666904
858,20605113329,1.769183133479705
859,20605113330,1.970246919891621
860,20605113331,1.997037146772342
861,20605113332,1.6470129616996394
862,20605113333,1.1652751423149905
863,20605113334,1.5930577423016368
864,20605113335,1.9599603848330505
865,20605113336,3.1274074074074076
866,20605113337,2.254809450661985
867,20605113338,1.1455440131219246
868,20605113339,0.8739641368977948
869,20605113340,4.074366359447005
870,20605113341,3.0450565752348813
871,20605113342,3.756879086141246
872,20605113343,3.3381417537482965
873,20605113344,1.642765889492175
875,20605113346,1.121337109086432
876,20605113347,0.7234237536656891
878,20605113349,1.5265134776844895
879,20605113350,1.359464394400487
880,20605113351,1.5242346240210307
881,20605113352,1.241261686178725
882,20605113353,1.2332291550396248
883,20605113354,1.1053112994694798
884,20605113355,2.102048131080389
886,20605113401,1.2757296466973886
887,20605113402,2.8624787775891343
888,20605113403,1.1588089330024813
889,20605113404,1.4094561546523816
890,20605113405,1.68566715542522
891,20605113406,2.0063523573200994
893,20605113408,4.810825587752871
894,20605113409,0.7623601880369589
895,20605113410,3.594405594405595
896,20605113411,1.8854697226938313
897,20605113412,2.8028613392808572
898,20605113413,1.062604540023895
899,20605113414,2.4420884315906566
900,20605113415,1.1683959001446267
901,20605113416,1.0752367674631027
902,20605113417,2.5769123628057273
903,20605113418,1.2147826872684557
904,20605113419,2.859093218186436
905,20605113420,1.0931006773045573
906,20605113421,0.3654087065455684
907,20605113422,2.340831918505942
908,20605113423,3.055205278592376
910,20605113425,0.9513289413902771
911,20605113426,1.3428225806451612
912,20605113427,2.531121351766513
914,20605113429,3.449526931386426
915,20605113430,0.990452158494169
916,20605113431,1.9217698809729171
917,20605113432,2.110382424068533
918,20605113433,2.1605556668670274
919,20605113434,2.1946538036378254
920,20605113435,3.77589478505529
921,20605113436,1.3481699751861043
922,20605113437,1.5302652883298042
923,20605113438,2.1994134897360706
924,20605113439,4.48629830725008
925,20606113501,1.9388128282070516
926,20606113502,2.5656216338794717
927,20606113503,2.1638785430212737
928,20606113504,3.6230338576379633
929,20606113505,1.5573722197672706
930,20606113506,2.32121004454452
931,20606113507,2.590657582715399
932,20606113508,3.905829596412556
933,20606113509,2.713081147984838
934,20606113510,3.573387096774194
935,20606113511,2.830608337015761
936,20606113512,2.4068327208384375
937,20606113513,2.107646545976717
938,20606113514,3.57740665481331
939,20606113515,2.417949964878154
940,20606113516,2.186771872824321
941,20606113517,1.0228228994007396
942,20606113518,2.7417017297802713
943,20606113519,4.990174267704857
944,20606113602,3.334699534115704
945,20606113603,1.5880262438490982
946,20606113604,4.4813961426864655
947,20606113605,2.460278414490971
948,20606113606,3.496391221092945
949,20606113607,1.0091173533625668
951,20606113609,2.608168097070139
952,20606113610,1.6764243820695433
953,20606113611,2.6024466921815197
954,20606113612,0.5585004359197907
955,20606113613,3.160975302419355
956,20606113614,1.8310448603404494
957,20606113615,2.1762659734173044
958,20606113616,2.036023201383942
959,20606113617,2.259886624375759
960,20606113618,3.364352318548387
961,20606113619,1.77991260763398
962,20606113620,2.1092126845270642
963,20606113621,1.0142089093701996
964,20606113622,2.076442156141641
965,20606113623,2.3169520385961593
966,20606113624,1.2416646146269394
967,20606113625,3.5080047789725213
968,20606113626,1.3790655366730264
969,20606113627,3.1362137979750413
970,20606113628,0.8431943351691582
973,20606113631,1.5268070489844683
974,20606113632,1.359264972168198
975,20606113633,2.0486977299880524
976,20606113634,1.5719949540457738
977,20606113635,1.710865561694291
978,20606113636,1.3826407052213503
979,20606113637,2.3313285948605795
980,20606113638,0.6584788398934596
981,20606113639,1.1442493095002344
982,20606113640,1.6186757215619694
984,20606113642,2.5369054127938764
985,20606113643,1.8394537576049372
988,20606113703,0.9864378208566393
989,20606113704,2.9624546037171546
990,20606113705,0.9343044170549035
991,20606113706,2.3243586487172974
992,20606113707,1.8841232654532347
994,20606113709,1.493308383842493
995,20606113710,1.08033322323755
996,20606113711,3.1982206861239124
997,20606113712,1.4433497536945814
998,20606113713,0.5883006077606359
999,20606113714,2.562866886565662
1000,20606113715,2.358715024059882
1001,20606113716,3.12737799834574
1002,20606113718,1.439175374829623
1004,20606113720,2.757375587615497
1005,20606113721,1.6129032258064515
1007,20606113723,3.5325438954675383
1008,20606113724,3.522546190619751
1009,20606113725,1.0594954186017322
1010,20606113726,2.4866080156402735
1011,20606113727,0.8706711918020362
1012,20606113728,1.727441653039988
1013,20606113730,1.1335005683377102
1014,20606113731,0.7088502894954507
1015,20606113732,0.20109413318241842
1016,20606113733,1.5039472849386835
1017,20606113734,1.8227301686364759
1018,20606113735,1.3446105428796222
1019,20606113801,1.7995506339271385
1021,20606113803,0.8254838709677419
1022,20606113804,2.8426994906621394
1023,20606113805,6.582327554677785
1024,20606113806,2.371841155234657
1025,20606113807,1.7995536620004058
1026,20606113808,5.14290455329882
1027,20606113809,4.8258644002317945
1028,20606113810,4.931378299120235
1029,20606113811,3.774348635235732
1030,20606113812,1.8628121013304175
1031,20606113813,1.0959005376344086
1032,20606113814,1.4878254687638852
1033,20606113815,2.868480554718119
1034,20606113816,3.6017399337901304
1035,20606113817,2.462239089184061
1036,20606113818,3.118174357679439
1037,20606113819,1.0768785010623914
1038,20606113820,10.223059938607356
1039,20606113821,3.1620699736867754
1040,20606113822,3.6172132803555797
1041,20606113823,1.7049650213758258
1042,20606113824,5.142687128092702
1043,20606113825,1.6551308102616205
1044,20606113826,1.4996971073754353
1045,20606113827,0.5515843562660577
1046,20606113828,1.9580098414434117
1047,20606113829,2.037328238665589
