,SA1_code,apr20_test_daily_coverage
1,10201102802,1.275159358701951
2,10201102803,2.0117983051640995
3,10201102804,0.2876546204220228
4,10201102805,1.3601090413448431
5,10201102806,1.0346556233653008
6,10201102807,1.022700119474313
7,10201102808,1.0896894784443774
8,10201102809,0.25490196078431376
9,10201102810,0.5388958971586472
10,10201102811,2.189978847170809
11,10201102812,1.1885856079404467
12,10201102813,0.3388524122180987
13,10201102814,2.6421515665997837
14,10201102815,0.31068100358422934
15,10201102816,3.3529032258064517
16,10201102817,2.009784436630485
17,10201102818,0.8043194167411789
18,10201102901,0.3455812177896545
19,10201102902,0.05287560422215646
20,10201102903,1.5200709546021944
21,10201102904,0.13496730230257734
22,10201102905,0.6024288425047438
23,10201102906,2.3408602150537634
24,10201102907,1.473315576600572
25,10201102908,0.23137901263637076
26,10201102909,0.185
27,10201102910,0.7059944119888241
28,10201102911,1.6514108957767821
29,10201102912,0.7992908787541713
31,10201102914,3.609573361082206
32,10201102915,1.218393467307581
33,10201102916,0.20474601408972934
34,10201102917,3.027813055626111
35,10201102918,0.63793237465993
36,10201102919,0.04811239306176909
39,10201102922,2.382982225148124
40,10201102923,1.031054405392393
41,10201102924,0.8047696281612303
42,10201102925,1.5943304007820136
43,10201102926,0.680378810298905
44,10201102927,0.611977156968668
45,10201102928,2.068251735958513
46,10201103002,8.86003364338017
48,10201103004,5.246797345269331
49,10201103005,7.146190803019904
50,10201103006,5.416471871591086
52,10201103008,0.4864141346539955
55,10201103011,3.230014025245442
56,10201103012,2.3724407129179554
59,10201103101,9.886877032609652
60,10201103102,1.7050969691063254
61,10201103103,3.9455542819715084
62,10201103104,1.0008553274682308
63,10201103105,0.915194572452637
64,10201103106,1.0480313092979128
66,10201103108,1.0194721407624634
67,10201103109,1.1268575570859005
68,10201103110,4.92119723317603
69,10201103111,1.4746543778801846
70,10201103112,0.4242884250474383
71,10201103113,0.9075744791328618
72,10201103114,3.676663306451613
73,10201103115,3.235130595934441
74,10201103116,1.5793742056527265
75,10201103117,1.0709325832820602
76,10201103118,0.5108207431604737
78,10201103120,2.017292183622829
79,10201103121,2.112086565945284
80,10201103122,1.1592600947439657
81,10201103123,0.9788738116519055
83,10201103125,3.120816721034191
84,10201103126,2.411716722284019
85,10201103127,1.858304098571062
86,10201103128,0.15823991458857622
87,10201103129,2.134892287085612
88,10201103130,1.4749588297975393
91,10201103133,0.5356979055190337
92,10201103134,3.8790856654560995
93,10201103135,2.0763735454411547
94,10201103136,3.3901869158878504
96,10201103138,9.428728977116073
97,10201103201,0.3360029662588061
98,10201103202,1.1547388781431336
99,10201103203,2.5905539307695666
100,10201103204,2.747507331378299
101,10201103205,1.56457745615111
102,10201103206,17.61017719218537
103,10201103207,4.790036749693752
104,10201103208,2.7770842914394587
105,10201103210,1.978494623655914
106,10201103211,4.8646507533785535
107,10201103212,1.0240955987984852
109,10201103214,0.24594832496246052
110,10201103215,0.7609186247179079
111,10201103216,0.7439737681673164
112,10201103217,2.3470310252722415
113,10201103218,3.23095401509952
114,10201103219,1.1470612013905732
115,10201103220,0.4893340270551509
116,10201103221,1.0525565064735571
118,10201103224,8.63954101047948
119,10201103225,11.756048387096774
120,10201103226,1.8407101775443862
121,10201103227,0.920830697870546
122,10201103228,0.546119620090699
124,10201103230,2.9416657300213553
125,10201103231,3.2189111404245114
126,10201103232,2.183897408778424
127,10201103233,2.141838223374939
128,10201103234,0.43307054943286943
129,10201103235,1.339260424862313
130,10201103236,5.722510518934081
131,10201103237,14.628523684975297
132,10201103238,1.9183219450182745
133,10201103239,4.781248402433413
135,10201103241,1.6178616208822523
136,10201103242,0.40528030982855523
137,10201103243,6.1148600569259965
138,10201103244,1.2887769855910653
139,10201103245,3.8394985974754556
140,10201103246,0.7393706224721318
141,10201103247,1.338338040731381
142,10201103248,4.757718399556971
143,10201103301,3.1956250865291436
144,10201103302,0.7460899315738025
145,10201103303,0.47670250896057353
146,10201103304,0.5122245979362277
147,10201103305,4.483483483483484
148,10201103306,0.9721561969439729
149,10201103307,0.9442815249266864
150,10201103308,0.8224333480630431
151,10201103309,1.5753490611458836
152,10201103310,0.5457219005606103
153,10201103311,0.9044354838709678
154,10201103312,0.863768115942029
155,10201103313,0.5485887096774194
156,10201103314,3.8350515463917523
157,10201103315,2.204858142246405
159,10201103317,0.41832166226610035
160,10201103318,1.5628066002675784
161,10201103319,0.6817716333845367
162,10201103320,66.39784946236558
163,10201103401,0.22573246522639834
164,10201103402,2.214326375711575
165,10201103403,1.7564391097774443
166,10201103404,0.38621600792689637
167,10201103405,5.406198899955403
170,10201103408,5.371105596912049
171,10201103409,1.0148812274701913
172,10201103410,2.3062591423512204
173,10201103411,1.5163154950587356
174,10201103412,0.42059770634427435
175,10201103413,0.3598203348305431
176,10201103414,5.515213410339485
177,10201103415,1.9510210121337674
178,10201103416,0.3263757115749525
179,10201103417,1.0789717296873886
180,10201103418,1.3645666039553985
181,10201103419,0.22366886902448505
182,10201103501,0.4261434761675493
183,10201103502,1.2596674013223803
184,10201103503,0.31731047663172524
185,10201103504,0.32764702109921123
186,10201103505,1.7824311228021597
187,10201103506,0.7650281618023552
188,10201103507,0.8949715370018975
189,10201103508,0.9939899423525085
190,10201103509,2.440521305111378
191,10201103510,0.3221413329986193
192,10201103511,10.084636413340622
193,10201103512,0.41529843538728994
194,10201103513,3.596725169134229
195,10201103514,1.9721586875936592
196,10201103515,2.2394065415308533
197,10201103516,0.2921324390503567
199,10201103601,1.8059001929969671
200,10201103602,9.992831541218639
201,10201103603,1.8905017921146954
202,10201103604,4.514324385292127
203,10201103605,0.6105356614382953
204,10201103606,0.872990191121448
205,10201103607,0.5830824372759859
206,10201103608,0.32722251601151653
207,10201103609,1.9526161444667387
208,10201103610,0.7424614305750351
209,10201103611,1.0864827466920348
210,10201103612,4.50974642056236
211,10201103613,1.268298673653185
212,10201103614,0.5865968337102726
213,10201103615,1.7047424169475205
214,10201103616,1.185085623257666
215,10201103617,1.0460829493087558
216,10201103618,0.9613599443026223
217,10201103619,0.20520413306451613
218,10201103620,4.598875293536028
219,10201103621,2.1168637355068305
220,10201103622,1.4792461556249277
221,10201103701,1.0493194107775499
222,10201103702,0.8948991549990748
223,10201103703,1.2993311797625007
224,10201103704,0.43581036959644776
225,10201103705,1.3157419354838709
226,10201103706,0.9321856648700828
227,10201103707,0.9542061986084757
228,10201103708,0.5541103017689906
229,10201103709,2.209869431643625
230,10201103710,1.6029651352231997
231,10201103711,7.196125214735638
232,10201103712,4.106114912566525
233,10201103713,13.235802771985771
234,10201103714,0.24783986175115208
235,10201103801,0.5918767141178007
236,10201103802,0.36187893127127935
237,10201103803,0.27553107789142406
238,10201103804,0.8990083209848398
239,10201103805,0.48773751657092357
240,10201103806,3.091435711040436
241,10201103807,2.0468526222464707
242,10201103808,0.5896856379700021
243,10201103809,0.9399849962490623
244,10201103810,1.0313620071684588
245,10201103811,0.44602150537634405
246,10201103812,1.2901579986833445
247,10201103813,0.21117336669749226
248,10201103814,0.6601318837996791
249,10201103815,0.16030465949820788
250,10201103816,0.21287628796551955
251,10201103817,0.7419354838709677
252,10201103901,0.32604007547847963
253,10201103902,2.6948894527002536
254,10201103903,13.47932632329353
255,10201103904,4.250929554818611
256,10201103905,1.7502085650723027
257,10201103906,1.9391866449102548
258,10201103908,2.413109265340287
259,10201103909,1.128455362722946
260,10201103911,2.6073295846897504
261,10201103912,0.7630917469627149
262,10201103913,2.473419164805929
263,10201103914,1.2793515637792698
264,10201103915,1.1721014492753625
265,10201103916,0.6714456391875746
